"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"01/01/2016 12:15 - 01/01/2016 12:30","Germany (DE)","46430.04","49865.28"
"01/01/2016 12:30 - 01/01/2016 12:45","Germany (DE)","46417.79","49410.97"
"01/01/2016 12:45 - 01/01/2016 13:00","Germany (DE)","46302.11","49187.94"
"01/01/2016 13:00 - 01/01/2016 13:15","Germany (DE)","46053.22","48755.54"
"01/01/2016 13:15 - 01/01/2016 13:30","Germany (DE)","45709.60","48900.63"
"01/01/2016 13:30 - 01/01/2016 13:45","Germany (DE)","45716.90","48185.24"
"01/01/2016 13:45 - 01/01/2016 14:00","Germany (DE)","45636.45","47254.99"
"01/01/2016 14:00 - 01/01/2016 14:15","Germany (DE)","45649.22","47158.05"
"01/01/2016 14:15 - 01/01/2016 14:30","Germany (DE)","45556.43","46946.03"
"01/01/2016 14:30 - 01/01/2016 14:45","Germany (DE)","45488.90","46437.47"
"01/01/2016 14:45 - 01/01/2016 15:00","Germany (DE)","45223.45","47132.37"
"01/01/2016 15:00 - 01/01/2016 15:15","Germany (DE)","45795.11","46195.88"
"01/01/2016 15:15 - 01/01/2016 15:30","Germany (DE)","45972.21","46701.77"
"01/01/2016 15:30 - 01/01/2016 15:45","Germany (DE)","46171.95","45995.51"
"01/01/2016 15:45 - 01/01/2016 16:00","Germany (DE)","46320.25","46185.70"
"01/01/2016 16:00 - 01/01/2016 16:15","Germany (DE)","47107.67","46494.86"
"01/01/2016 16:15 - 01/01/2016 16:30","Germany (DE)","48034.54","47307.54"
"01/01/2016 16:30 - 01/01/2016 16:45","Germany (DE)","49214.74","48005.36"
"01/01/2016 16:45 - 01/01/2016 17:00","Germany (DE)","50388.83","49452.85"
"01/01/2016 17:00 - 01/01/2016 17:15","Germany (DE)","51453.37","50309.10"
"01/01/2016 17:15 - 01/01/2016 17:30","Germany (DE)","52047.11","50529.34"
"01/01/2016 17:30 - 01/01/2016 17:45","Germany (DE)","52516.54","51361.44"
"01/01/2016 17:45 - 01/01/2016 18:00","Germany (DE)","52658.51","51043.80"
"01/01/2016 18:00 - 01/01/2016 18:15","Germany (DE)","53065.33","51345.99"
"01/01/2016 18:15 - 01/01/2016 18:30","Germany (DE)","52934.49","51555.11"
"01/01/2016 18:30 - 01/01/2016 18:45","Germany (DE)","52998.02","51412.11"
"01/01/2016 18:45 - 01/01/2016 19:00","Germany (DE)","52563.46","51130.40"
"01/01/2016 19:00 - 01/01/2016 19:15","Germany (DE)","52443.26","50913.89"
"01/01/2016 19:15 - 01/01/2016 19:30","Germany (DE)","51797.61","49789.94"
"01/01/2016 19:30 - 01/01/2016 19:45","Germany (DE)","51413.16","49616.92"
"01/01/2016 19:45 - 01/01/2016 20:00","Germany (DE)","50730.13","49073.03"
"01/01/2016 20:00 - 01/01/2016 20:15","Germany (DE)","50658.62","47743.00"
"01/01/2016 20:15 - 01/01/2016 20:30","Germany (DE)","50032.15","47058.30"
"01/01/2016 20:30 - 01/01/2016 20:45","Germany (DE)","49257.67","46237.17"
"01/01/2016 20:45 - 01/01/2016 21:00","Germany (DE)","48780.71","45752.47"
"01/01/2016 21:00 - 01/01/2016 21:15","Germany (DE)","48743.01","45264.97"
"01/01/2016 21:15 - 01/01/2016 21:30","Germany (DE)","48436.37","45093.62"
"01/01/2016 21:30 - 01/01/2016 21:45","Germany (DE)","48100.71","44471.09"
"01/01/2016 21:45 - 01/01/2016 22:00","Germany (DE)","47963.94","44529.48"
"01/01/2016 22:00 - 01/01/2016 22:15","Germany (DE)","48636.79","46717.05"
"01/01/2016 22:15 - 01/01/2016 22:30","Germany (DE)","48145.22","46566.95"
"01/01/2016 22:30 - 01/01/2016 22:45","Germany (DE)","47401.27","46047.30"
"01/01/2016 22:45 - 01/01/2016 23:00","Germany (DE)","46768.86","45295.74"
"01/01/2016 23:00 - 01/01/2016 23:15","Germany (DE)","45700.40","44583.31"
"01/01/2016 23:15 - 01/01/2016 23:30","Germany (DE)","44872.35","44040.73"
"01/01/2016 23:30 - 01/01/2016 23:45","Germany (DE)","44058.17","42881.56"
"01/01/2016 23:45 - 02/01/2016 00:00","Germany (DE)","43259.13","42153.94"
"02/01/2016 00:00 - 02/01/2016 00:15","Germany (DE)","42519.95","40271.29"
"02/01/2016 00:15 - 02/01/2016 00:30","Germany (DE)","41552.32","40238.78"
"02/01/2016 00:30 - 02/01/2016 00:45","Germany (DE)","41160.64","39888.89"
"02/01/2016 00:45 - 02/01/2016 01:00","Germany (DE)","40708.78","39590.33"
"02/01/2016 01:00 - 02/01/2016 01:15","Germany (DE)","40132.27","39343.01"
"02/01/2016 01:15 - 02/01/2016 01:30","Germany (DE)","39505.63","38719.34"
"02/01/2016 01:30 - 02/01/2016 01:45","Germany (DE)","39370.97","38790.30"
"02/01/2016 01:45 - 02/01/2016 02:00","Germany (DE)","39154.27","38564.72"
"02/01/2016 02:00 - 02/01/2016 02:15","Germany (DE)","38895.22","38324.91"
"02/01/2016 02:15 - 02/01/2016 02:30","Germany (DE)","38780.94","37484.20"
"02/01/2016 02:30 - 02/01/2016 02:45","Germany (DE)","38652.92","37763.98"
"02/01/2016 02:45 - 02/01/2016 03:00","Germany (DE)","38506.50","37469.41"
"02/01/2016 03:00 - 02/01/2016 03:15","Germany (DE)","38469.45","37545.78"
"02/01/2016 03:15 - 02/01/2016 03:30","Germany (DE)","38426.75","37073.83"
"02/01/2016 03:30 - 02/01/2016 03:45","Germany (DE)","38413.08","37074.42"
"02/01/2016 03:45 - 02/01/2016 04:00","Germany (DE)","38580.70","37319.62"
"02/01/2016 04:00 - 02/01/2016 04:15","Germany (DE)","38971.95","36827.11"
"02/01/2016 04:15 - 02/01/2016 04:30","Germany (DE)","39013.11","37583.96"
"02/01/2016 04:30 - 02/01/2016 04:45","Germany (DE)","39228.80","36746.02"
"02/01/2016 04:45 - 02/01/2016 05:00","Germany (DE)","39484.43","36820.14"
"02/01/2016 05:00 - 02/01/2016 05:15","Germany (DE)","39769.02","37007.15"
"02/01/2016 05:15 - 02/01/2016 05:30","Germany (DE)","39853.87","36606.47"
"02/01/2016 05:30 - 02/01/2016 05:45","Germany (DE)","39995.72","36731.67"
"02/01/2016 05:45 - 02/01/2016 06:00","Germany (DE)","40236.96","36746.47"
"02/01/2016 06:00 - 02/01/2016 06:15","Germany (DE)","40478.70","36388.44"
"02/01/2016 06:15 - 02/01/2016 06:30","Germany (DE)","40557.16","35901.84"
"02/01/2016 06:30 - 02/01/2016 06:45","Germany (DE)","41012.43","36371.36"
"02/01/2016 06:45 - 02/01/2016 07:00","Germany (DE)","41680.94","37090.53"
"02/01/2016 07:00 - 02/01/2016 07:15","Germany (DE)","42747.54","37640.00"
"02/01/2016 07:15 - 02/01/2016 07:30","Germany (DE)","43428.68","38186.48"
"02/01/2016 07:30 - 02/01/2016 07:45","Germany (DE)","44142.18","39569.69"
"02/01/2016 07:45 - 02/01/2016 08:00","Germany (DE)","45385.95","40211.49"
"02/01/2016 08:00 - 02/01/2016 08:15","Germany (DE)","46597.59","41071.47"
"02/01/2016 08:15 - 02/01/2016 08:30","Germany (DE)","47509.68","41168.28"
"02/01/2016 08:30 - 02/01/2016 08:45","Germany (DE)","48018.83","42081.33"
"02/01/2016 08:45 - 02/01/2016 09:00","Germany (DE)","48918.89","42613.86"
"02/01/2016 09:00 - 02/01/2016 09:15","Germany (DE)","50431.92","43594.55"
"02/01/2016 09:15 - 02/01/2016 09:30","Germany (DE)","51024.98","44506.35"
"02/01/2016 09:30 - 02/01/2016 09:45","Germany (DE)","51859.91","44962.62"
"02/01/2016 09:45 - 02/01/2016 10:00","Germany (DE)","52544.44","45907.16"
"02/01/2016 10:00 - 02/01/2016 10:15","Germany (DE)","53313.43","46135.49"
"02/01/2016 10:15 - 02/01/2016 10:30","Germany (DE)","53681.28","46861.20"
"02/01/2016 10:30 - 02/01/2016 10:45","Germany (DE)","54016.52","46942.99"
"02/01/2016 10:45 - 02/01/2016 11:00","Germany (DE)","54350.65","47153.79"
"02/01/2016 11:00 - 02/01/2016 11:15","Germany (DE)","55003.24","47967.51"
"02/01/2016 11:15 - 02/01/2016 11:30","Germany (DE)","55600.21","48275.16"
"02/01/2016 11:30 - 02/01/2016 11:45","Germany (DE)","56149.12","48983.73"
"02/01/2016 11:45 - 02/01/2016 12:00","Germany (DE)","56378.68","49054.52"
"02/01/2016 12:00 - 02/01/2016 12:15","Germany (DE)","56425.88","48913.41"
"02/01/2016 12:15 - 02/01/2016 12:30","Germany (DE)","56373.79","48461.45"
"02/01/2016 12:30 - 02/01/2016 12:45","Germany (DE)","56404.02","48226.89"
"02/01/2016 12:45 - 02/01/2016 13:00","Germany (DE)","56069.88","48154.37"
"02/01/2016 13:00 - 02/01/2016 13:15","Germany (DE)","55974.31","47321.44"
"02/01/2016 13:15 - 02/01/2016 13:30","Germany (DE)","55605.01","47140.74"
"02/01/2016 13:30 - 02/01/2016 13:45","Germany (DE)","55420.04","46856.35"
"02/01/2016 13:45 - 02/01/2016 14:00","Germany (DE)","55242.46","46225.90"
"02/01/2016 14:00 - 02/01/2016 14:15","Germany (DE)","55212.83","45825.08"
"02/01/2016 14:15 - 02/01/2016 14:30","Germany (DE)","55046.31","45218.32"
"02/01/2016 14:30 - 02/01/2016 14:45","Germany (DE)","54874.72","45034.42"
"02/01/2016 14:45 - 02/01/2016 15:00","Germany (DE)","54744.54","45049.96"
"02/01/2016 15:00 - 02/01/2016 15:15","Germany (DE)","55031.16","44934.27"
"02/01/2016 15:15 - 02/01/2016 15:30","Germany (DE)","55098.75","45433.84"
"02/01/2016 15:30 - 02/01/2016 15:45","Germany (DE)","55169.06","44663.03"
"02/01/2016 15:45 - 02/01/2016 16:00","Germany (DE)","55309.26","45169.16"
"02/01/2016 16:00 - 02/01/2016 16:15","Germany (DE)","55956.66","44804.08"
"02/01/2016 16:15 - 02/01/2016 16:30","Germany (DE)","56517.95","46262.73"
"02/01/2016 16:30 - 02/01/2016 16:45","Germany (DE)","57363.49","47354.12"
"02/01/2016 16:45 - 02/01/2016 17:00","Germany (DE)","58352.63","48519.99"
"02/01/2016 17:00 - 02/01/2016 17:15","Germany (DE)","59296.74","49979.00"
"02/01/2016 17:15 - 02/01/2016 17:30","Germany (DE)","59956.55","50476.14"
"02/01/2016 17:30 - 02/01/2016 17:45","Germany (DE)","60350.15","51457.05"
"02/01/2016 17:45 - 02/01/2016 18:00","Germany (DE)","60635.12","51466.36"
"02/01/2016 18:00 - 02/01/2016 18:15","Germany (DE)","60778.55","51730.70"
"02/01/2016 18:15 - 02/01/2016 18:30","Germany (DE)","60718.18","52246.08"
"02/01/2016 18:30 - 02/01/2016 18:45","Germany (DE)","60357.22","51895.04"
"02/01/2016 18:45 - 02/01/2016 19:00","Germany (DE)","59871.03","51358.90"
"02/01/2016 19:00 - 02/01/2016 19:15","Germany (DE)","59718.04","51694.41"
"02/01/2016 19:15 - 02/01/2016 19:30","Germany (DE)","59094.72","50473.89"
"02/01/2016 19:30 - 02/01/2016 19:45","Germany (DE)","58649.51","50120.60"
"02/01/2016 19:45 - 02/01/2016 20:00","Germany (DE)","58072.74","50321.15"
"02/01/2016 20:00 - 02/01/2016 20:15","Germany (DE)","56900.00","48963.71"
"02/01/2016 20:15 - 02/01/2016 20:30","Germany (DE)","55596.93","47765.95"
"02/01/2016 20:30 - 02/01/2016 20:45","Germany (DE)","54573.61","47189.76"
"02/01/2016 20:45 - 02/01/2016 21:00","Germany (DE)","53824.12","45999.77"
"02/01/2016 21:00 - 02/01/2016 21:15","Germany (DE)","53349.20","45958.94"
"02/01/2016 21:15 - 02/01/2016 21:30","Germany (DE)","52944.97","45187.41"
"02/01/2016 21:30 - 02/01/2016 21:45","Germany (DE)","52476.57","45137.69"
"02/01/2016 21:45 - 02/01/2016 22:00","Germany (DE)","52330.52","45007.04"
"02/01/2016 22:00 - 02/01/2016 22:15","Germany (DE)","52950.31","45420.16"
"02/01/2016 22:15 - 02/01/2016 22:30","Germany (DE)","52541.03","45927.02"
"02/01/2016 22:30 - 02/01/2016 22:45","Germany (DE)","52120.95","45306.05"
"02/01/2016 22:45 - 02/01/2016 23:00","Germany (DE)","51250.69","44772.99"
"02/01/2016 23:00 - 02/01/2016 23:15","Germany (DE)","50427.57","44099.79"
"02/01/2016 23:15 - 02/01/2016 23:30","Germany (DE)","49761.28","43726.90"
"02/01/2016 23:30 - 02/01/2016 23:45","Germany (DE)","48792.90","42423.06"
"02/01/2016 23:45 - 03/01/2016 00:00","Germany (DE)","47858.02","41373.24"
"03/01/2016 00:00 - 03/01/2016 00:15","Germany (DE)","47138.83","40018.86"
"03/01/2016 00:15 - 03/01/2016 00:30","Germany (DE)","46283.93","39346.78"
"03/01/2016 00:30 - 03/01/2016 00:45","Germany (DE)","45494.68","38918.91"
"03/01/2016 00:45 - 03/01/2016 01:00","Germany (DE)","44815.72","38447.58"
"03/01/2016 01:00 - 03/01/2016 01:15","Germany (DE)","43965.23","38006.72"
"03/01/2016 01:15 - 03/01/2016 01:30","Germany (DE)","43542.47","37516.46"
"03/01/2016 01:30 - 03/01/2016 01:45","Germany (DE)","42939.79","37409.23"
"03/01/2016 01:45 - 03/01/2016 02:00","Germany (DE)","42556.09","37155.97"
"03/01/2016 02:00 - 03/01/2016 02:15","Germany (DE)","42484.19","36786.14"
"03/01/2016 02:15 - 03/01/2016 02:30","Germany (DE)","42115.61","36517.04"
"03/01/2016 02:30 - 03/01/2016 02:45","Germany (DE)","41804.48","36316.96"
"03/01/2016 02:45 - 03/01/2016 03:00","Germany (DE)","41695.79","35943.38"
"03/01/2016 03:00 - 03/01/2016 03:15","Germany (DE)","41611.23","35859.85"
"03/01/2016 03:15 - 03/01/2016 03:30","Germany (DE)","41595.75","35824.23"
"03/01/2016 03:30 - 03/01/2016 03:45","Germany (DE)","41553.63","35845.71"
"03/01/2016 03:45 - 03/01/2016 04:00","Germany (DE)","41419.32","35653.13"
"03/01/2016 04:00 - 03/01/2016 04:15","Germany (DE)","41515.12","35724.17"
"03/01/2016 04:15 - 03/01/2016 04:30","Germany (DE)","41438.38","35831.92"
"03/01/2016 04:30 - 03/01/2016 04:45","Germany (DE)","41528.81","35441.47"
"03/01/2016 04:45 - 03/01/2016 05:00","Germany (DE)","41368.44","35617.05"
"03/01/2016 05:00 - 03/01/2016 05:15","Germany (DE)","41467.75","35610.86"
"03/01/2016 05:15 - 03/01/2016 05:30","Germany (DE)","41165.83","35204.93"
"03/01/2016 05:30 - 03/01/2016 05:45","Germany (DE)","40989.17","34932.46"
"03/01/2016 05:45 - 03/01/2016 06:00","Germany (DE)","40633.63","34332.53"
"03/01/2016 06:00 - 03/01/2016 06:15","Germany (DE)","40139.20","33778.05"
"03/01/2016 06:15 - 03/01/2016 06:30","Germany (DE)","40310.00","33537.79"
"03/01/2016 06:30 - 03/01/2016 06:45","Germany (DE)","40612.89","33916.52"
"03/01/2016 06:45 - 03/01/2016 07:00","Germany (DE)","40883.72","33731.98"
"03/01/2016 07:00 - 03/01/2016 07:15","Germany (DE)","41364.13","34936.72"
"03/01/2016 07:15 - 03/01/2016 07:30","Germany (DE)","41654.37","35103.77"
"03/01/2016 07:30 - 03/01/2016 07:45","Germany (DE)","42548.12","35887.51"
"03/01/2016 07:45 - 03/01/2016 08:00","Germany (DE)","43149.47","36630.91"
"03/01/2016 08:00 - 03/01/2016 08:15","Germany (DE)","43858.76","37132.08"
"03/01/2016 08:15 - 03/01/2016 08:30","Germany (DE)","44570.31","37791.52"
"03/01/2016 08:30 - 03/01/2016 08:45","Germany (DE)","45176.12","38237.35"
"03/01/2016 08:45 - 03/01/2016 09:00","Germany (DE)","45929.25","39121.62"
"03/01/2016 09:00 - 03/01/2016 09:15","Germany (DE)","46898.67","40224.09"
"03/01/2016 09:15 - 03/01/2016 09:30","Germany (DE)","47704.77","40929.64"
"03/01/2016 09:30 - 03/01/2016 09:45","Germany (DE)","48635.89","41508.06"
"03/01/2016 09:45 - 03/01/2016 10:00","Germany (DE)","49634.56","42374.54"
"03/01/2016 10:00 - 03/01/2016 10:15","Germany (DE)","50242.22","42783.51"
"03/01/2016 10:15 - 03/01/2016 10:30","Germany (DE)","50891.87","43809.71"
"03/01/2016 10:30 - 03/01/2016 10:45","Germany (DE)","51438.01","44164.53"
"03/01/2016 10:45 - 03/01/2016 11:00","Germany (DE)","52245.46","44669.25"
"03/01/2016 11:00 - 03/01/2016 11:15","Germany (DE)","52982.57","45200.07"
"03/01/2016 11:15 - 03/01/2016 11:30","Germany (DE)","53883.66","45918.96"
"03/01/2016 11:30 - 03/01/2016 11:45","Germany (DE)","54693.03","46457.52"
"03/01/2016 11:45 - 03/01/2016 12:00","Germany (DE)","54767.75","46448.59"
"03/01/2016 12:00 - 03/01/2016 12:15","Germany (DE)","54746.25","46656.58"
"03/01/2016 12:15 - 03/01/2016 12:30","Germany (DE)","54621.72","46203.20"
"03/01/2016 12:30 - 03/01/2016 12:45","Germany (DE)","54246.74","46017.49"
"03/01/2016 12:45 - 03/01/2016 13:00","Germany (DE)","53754.85","45466.88"
"03/01/2016 13:00 - 03/01/2016 13:15","Germany (DE)","53429.66","44969.81"
"03/01/2016 13:15 - 03/01/2016 13:30","Germany (DE)","53059.20","44480.86"
"03/01/2016 13:30 - 03/01/2016 13:45","Germany (DE)","52812.50","44104.64"
"03/01/2016 13:45 - 03/01/2016 14:00","Germany (DE)","52121.69","43877.61"
"03/01/2016 14:00 - 03/01/2016 14:15","Germany (DE)","51927.55","43422.08"
"03/01/2016 14:15 - 03/01/2016 14:30","Germany (DE)","51683.09","43275.81"
"03/01/2016 14:30 - 03/01/2016 14:45","Germany (DE)","51367.00","43544.75"
"03/01/2016 14:45 - 03/01/2016 15:00","Germany (DE)","50991.26","42710.21"
"03/01/2016 15:00 - 03/01/2016 15:15","Germany (DE)","51318.06","42749.90"
"03/01/2016 15:15 - 03/01/2016 15:30","Germany (DE)","51220.91","42349.35"
"03/01/2016 15:30 - 03/01/2016 15:45","Germany (DE)","51349.70","42750.47"
"03/01/2016 15:45 - 03/01/2016 16:00","Germany (DE)","51370.43","43170.93"
"03/01/2016 16:00 - 03/01/2016 16:15","Germany (DE)","51764.82","43112.86"
"03/01/2016 16:15 - 03/01/2016 16:30","Germany (DE)","52469.95","43775.56"
"03/01/2016 16:30 - 03/01/2016 16:45","Germany (DE)","53576.28","44655.63"
"03/01/2016 16:45 - 03/01/2016 17:00","Germany (DE)","54880.65","45436.87"
"03/01/2016 17:00 - 03/01/2016 17:15","Germany (DE)","56430.96","46804.65"
"03/01/2016 17:15 - 03/01/2016 17:30","Germany (DE)","57216.30","47979.89"
"03/01/2016 17:30 - 03/01/2016 17:45","Germany (DE)","57548.79","48875.95"
"03/01/2016 17:45 - 03/01/2016 18:00","Germany (DE)","57987.83","48750.70"
"03/01/2016 18:00 - 03/01/2016 18:15","Germany (DE)","58362.14","48903.89"
"03/01/2016 18:15 - 03/01/2016 18:30","Germany (DE)","58052.94","49161.17"
"03/01/2016 18:30 - 03/01/2016 18:45","Germany (DE)","57802.17","48945.14"
"03/01/2016 18:45 - 03/01/2016 19:00","Germany (DE)","57793.33","48344.77"
"03/01/2016 19:00 - 03/01/2016 19:15","Germany (DE)","57563.46","49398.39"
"03/01/2016 19:15 - 03/01/2016 19:30","Germany (DE)","57157.74","48359.13"
"03/01/2016 19:30 - 03/01/2016 19:45","Germany (DE)","56549.98","48317.85"
"03/01/2016 19:45 - 03/01/2016 20:00","Germany (DE)","56165.57","47887.77"
"03/01/2016 20:00 - 03/01/2016 20:15","Germany (DE)","55992.58","47441.66"
"03/01/2016 20:15 - 03/01/2016 20:30","Germany (DE)","55084.87","46349.43"
"03/01/2016 20:30 - 03/01/2016 20:45","Germany (DE)","54173.85","46076.01"
"03/01/2016 20:45 - 03/01/2016 21:00","Germany (DE)","53293.22","45487.44"
"03/01/2016 21:00 - 03/01/2016 21:15","Germany (DE)","53492.25","45321.95"
"03/01/2016 21:15 - 03/01/2016 21:30","Germany (DE)","53132.12","45046.66"
"03/01/2016 21:30 - 03/01/2016 21:45","Germany (DE)","52715.71","44981.70"
"03/01/2016 21:45 - 03/01/2016 22:00","Germany (DE)","52858.94","44876.88"
"03/01/2016 22:00 - 03/01/2016 22:15","Germany (DE)","53871.35","45634.76"
"03/01/2016 22:15 - 03/01/2016 22:30","Germany (DE)","53302.36","45760.61"
"03/01/2016 22:30 - 03/01/2016 22:45","Germany (DE)","52342.83","44887.40"
"03/01/2016 22:45 - 03/01/2016 23:00","Germany (DE)","51589.17","44115.40"
"03/01/2016 23:00 - 03/01/2016 23:15","Germany (DE)","50773.77","43573.11"
"03/01/2016 23:15 - 03/01/2016 23:30","Germany (DE)","50225.00","43124.21"
"03/01/2016 23:30 - 03/01/2016 23:45","Germany (DE)","49414.84","42143.03"
"03/01/2016 23:45 - 04/01/2016 00:00","Germany (DE)","48357.22","41477.99"
"04/01/2016 00:00 - 04/01/2016 00:15","Germany (DE)","48107.64","39861.80"
"04/01/2016 00:15 - 04/01/2016 00:30","Germany (DE)","47160.32","39989.84"
"04/01/2016 00:30 - 04/01/2016 00:45","Germany (DE)","46603.92","39559.26"
"04/01/2016 00:45 - 04/01/2016 01:00","Germany (DE)","46142.93","39140.34"
"04/01/2016 01:00 - 04/01/2016 01:15","Germany (DE)","45557.04","38837.67"
"04/01/2016 01:15 - 04/01/2016 01:30","Germany (DE)","45277.99","38545.18"
"04/01/2016 01:30 - 04/01/2016 01:45","Germany (DE)","44983.33","38253.14"
"04/01/2016 01:45 - 04/01/2016 02:00","Germany (DE)","44621.85","38026.75"
"04/01/2016 02:00 - 04/01/2016 02:15","Germany (DE)","44256.02","37873.35"
"04/01/2016 02:15 - 04/01/2016 02:30","Germany (DE)","44069.92","37611.02"
"04/01/2016 02:30 - 04/01/2016 02:45","Germany (DE)","43937.55","37501.35"
"04/01/2016 02:45 - 04/01/2016 03:00","Germany (DE)","43981.16","37406.36"
"04/01/2016 03:00 - 04/01/2016 03:15","Germany (DE)","43890.59","37662.53"
"04/01/2016 03:15 - 04/01/2016 03:30","Germany (DE)","44045.00","37378.19"
"04/01/2016 03:30 - 04/01/2016 03:45","Germany (DE)","44040.66","37571.56"
"04/01/2016 03:45 - 04/01/2016 04:00","Germany (DE)","44399.95","37398.92"
"04/01/2016 04:00 - 04/01/2016 04:15","Germany (DE)","44891.60","37595.88"
"04/01/2016 04:15 - 04/01/2016 04:30","Germany (DE)","45315.71","38338.66"
"04/01/2016 04:30 - 04/01/2016 04:45","Germany (DE)","45728.84","38199.58"
"04/01/2016 04:45 - 04/01/2016 05:00","Germany (DE)","46207.37","38603.72"
"04/01/2016 05:00 - 04/01/2016 05:15","Germany (DE)","47362.97","39574.28"
"04/01/2016 05:15 - 04/01/2016 05:30","Germany (DE)","48030.07","39423.53"
"04/01/2016 05:30 - 04/01/2016 05:45","Germany (DE)","49106.99","40160.29"
"04/01/2016 05:45 - 04/01/2016 06:00","Germany (DE)","50214.10","41003.62"
"04/01/2016 06:00 - 04/01/2016 06:15","Germany (DE)","52358.79","42531.37"
"04/01/2016 06:15 - 04/01/2016 06:30","Germany (DE)","54351.07","43391.41"
"04/01/2016 06:30 - 04/01/2016 06:45","Germany (DE)","55906.52","44733.71"
