"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"01/01/2018 08:00 - 01/01/2018 08:15","Germany (DE)","42376.90","41560.66"
"01/01/2018 08:15 - 01/01/2018 08:30","Germany (DE)","42439.59","42074.88"
"01/01/2018 08:30 - 01/01/2018 08:45","Germany (DE)","42835.62","42643.20"
"01/01/2018 08:45 - 01/01/2018 09:00","Germany (DE)","43289.89","43253.51"
"01/01/2018 09:00 - 01/01/2018 09:15","Germany (DE)","44224.70","44312.36"
"01/01/2018 09:15 - 01/01/2018 09:30","Germany (DE)","44725.10","45197.21"
"01/01/2018 09:30 - 01/01/2018 09:45","Germany (DE)","45416.10","45598.72"
"01/01/2018 09:45 - 01/01/2018 10:00","Germany (DE)","46042.40","46087.30"
"01/01/2018 10:00 - 01/01/2018 10:15","Germany (DE)","46828.47","46916.95"
"01/01/2018 10:15 - 01/01/2018 10:30","Germany (DE)","47401.80","47722.85"
"01/01/2018 10:30 - 01/01/2018 10:45","Germany (DE)","48034.89","48217.66"
"01/01/2018 10:45 - 01/01/2018 11:00","Germany (DE)","48543.82","48844.48"
"01/01/2018 11:00 - 01/01/2018 11:15","Germany (DE)","49458.65","49587.42"
"01/01/2018 11:15 - 01/01/2018 11:30","Germany (DE)","50091.85","50225.45"
"01/01/2018 11:30 - 01/01/2018 11:45","Germany (DE)","50697.36","50851.95"
"01/01/2018 11:45 - 01/01/2018 12:00","Germany (DE)","51047.09","51823.06"
"01/01/2018 12:00 - 01/01/2018 12:15","Germany (DE)","51479.10","51063.80"
"01/01/2018 12:15 - 01/01/2018 12:30","Germany (DE)","51754.76","50947.74"
"01/01/2018 12:30 - 01/01/2018 12:45","Germany (DE)","52118.35","50660.07"
"01/01/2018 12:45 - 01/01/2018 13:00","Germany (DE)","52076.16","50196.66"
"01/01/2018 13:00 - 01/01/2018 13:15","Germany (DE)","51511.20","49845.44"
"01/01/2018 13:15 - 01/01/2018 13:30","Germany (DE)","50869.70","49181.54"
"01/01/2018 13:30 - 01/01/2018 13:45","Germany (DE)","50641.07","48718.05"
"01/01/2018 13:45 - 01/01/2018 14:00","Germany (DE)","50035.24","48190.70"
"01/01/2018 14:00 - 01/01/2018 14:15","Germany (DE)","49584.23","47781.94"
"01/01/2018 14:15 - 01/01/2018 14:30","Germany (DE)","49389.60","47295.45"
"01/01/2018 14:30 - 01/01/2018 14:45","Germany (DE)","49606.25","47199.39"
"01/01/2018 14:45 - 01/01/2018 15:00","Germany (DE)","49489.37","47133.47"
"01/01/2018 15:00 - 01/01/2018 15:15","Germany (DE)","49459.80","46824.74"
"01/01/2018 15:15 - 01/01/2018 15:30","Germany (DE)","49583.15","46974.77"
"01/01/2018 15:30 - 01/01/2018 15:45","Germany (DE)","49725.76","47196.51"
"01/01/2018 15:45 - 01/01/2018 16:00","Germany (DE)","49819.77","47195.90"
"01/01/2018 16:00 - 01/01/2018 16:15","Germany (DE)","50367.89","47768.89"
"01/01/2018 16:15 - 01/01/2018 16:30","Germany (DE)","51258.69","47983.56"
"01/01/2018 16:30 - 01/01/2018 16:45","Germany (DE)","52195.49","48067.78"
"01/01/2018 16:45 - 01/01/2018 17:00","Germany (DE)","53622.28","49838.30"
"01/01/2018 17:00 - 01/01/2018 17:15","Germany (DE)","54976.00","51268.97"
"01/01/2018 17:15 - 01/01/2018 17:30","Germany (DE)","55334.11","52075.74"
"01/01/2018 17:30 - 01/01/2018 17:45","Germany (DE)","55728.58","52695.57"
"01/01/2018 17:45 - 01/01/2018 18:00","Germany (DE)","55861.89","52979.04"
"01/01/2018 18:00 - 01/01/2018 18:15","Germany (DE)","56380.15","53436.82"
"01/01/2018 18:15 - 01/01/2018 18:30","Germany (DE)","56389.13","53508.97"
"01/01/2018 18:30 - 01/01/2018 18:45","Germany (DE)","56430.69","53388.42"
"01/01/2018 18:45 - 01/01/2018 19:00","Germany (DE)","56050.23","53202.41"
"01/01/2018 19:00 - 01/01/2018 19:15","Germany (DE)","55555.36","53047.12"
"01/01/2018 19:15 - 01/01/2018 19:30","Germany (DE)","55120.93","52573.68"
"01/01/2018 19:30 - 01/01/2018 19:45","Germany (DE)","54617.36","52268.76"
"01/01/2018 19:45 - 01/01/2018 20:00","Germany (DE)","54129.59","52096.20"
"01/01/2018 20:00 - 01/01/2018 20:15","Germany (DE)","53406.65","51405.80"
"01/01/2018 20:15 - 01/01/2018 20:30","Germany (DE)","52763.51","50661.35"
"01/01/2018 20:30 - 01/01/2018 20:45","Germany (DE)","51945.02","50108.47"
"01/01/2018 20:45 - 01/01/2018 21:00","Germany (DE)","51188.89","49568.30"
"01/01/2018 21:00 - 01/01/2018 21:15","Germany (DE)","50888.31","48922.03"
"01/01/2018 21:15 - 01/01/2018 21:30","Germany (DE)","50442.53","48916.44"
"01/01/2018 21:30 - 01/01/2018 21:45","Germany (DE)","50181.23","49779.75"
"01/01/2018 21:45 - 01/01/2018 22:00","Germany (DE)","50166.65","48337.03"
"01/01/2018 22:00 - 01/01/2018 22:15","Germany (DE)","50515.39","49030.31"
"01/01/2018 22:15 - 01/01/2018 22:30","Germany (DE)","50046.55","48562.44"
"01/01/2018 22:30 - 01/01/2018 22:45","Germany (DE)","49119.23","47817.25"
"01/01/2018 22:45 - 01/01/2018 23:00","Germany (DE)","48583.01","47043.54"
"01/01/2018 23:00 - 01/01/2018 23:15","Germany (DE)","47782.31","46274.19"
"01/01/2018 23:15 - 01/01/2018 23:30","Germany (DE)","46950.31","45667.19"
"01/01/2018 23:30 - 01/01/2018 23:45","Germany (DE)","46069.48","44887.05"
"01/01/2018 23:45 - 02/01/2018 00:00","Germany (DE)","44974.53","44637.98"
"02/01/2018 00:00 - 02/01/2018 00:15","Germany (DE)","44494.87","44426.62"
"02/01/2018 00:15 - 02/01/2018 00:30","Germany (DE)","43655.57","43825.30"
"02/01/2018 00:30 - 02/01/2018 00:45","Germany (DE)","43290.92","43444.36"
"02/01/2018 00:45 - 02/01/2018 01:00","Germany (DE)","42644.09","43354.92"
"02/01/2018 01:00 - 02/01/2018 01:15","Germany (DE)","42101.69","42873.98"
"02/01/2018 01:15 - 02/01/2018 01:30","Germany (DE)","41549.01","42558.47"
"02/01/2018 01:30 - 02/01/2018 01:45","Germany (DE)","41423.85","42363.12"
"02/01/2018 01:45 - 02/01/2018 02:00","Germany (DE)","41287.12","42125.39"
"02/01/2018 02:00 - 02/01/2018 02:15","Germany (DE)","41038.55","41769.87"
"02/01/2018 02:15 - 02/01/2018 02:30","Germany (DE)","41165.82","41818.99"
"02/01/2018 02:30 - 02/01/2018 02:45","Germany (DE)","41173.86","41719.73"
"02/01/2018 02:45 - 02/01/2018 03:00","Germany (DE)","41159.28","41734.83"
"02/01/2018 03:00 - 02/01/2018 03:15","Germany (DE)","41457.35","41797.56"
"02/01/2018 03:15 - 02/01/2018 03:30","Germany (DE)","41382.43","41942.22"
"02/01/2018 03:30 - 02/01/2018 03:45","Germany (DE)","41582.12","41969.49"
"02/01/2018 03:45 - 02/01/2018 04:00","Germany (DE)","41799.32","42176.13"
"02/01/2018 04:00 - 02/01/2018 04:15","Germany (DE)","42263.51","42683.39"
"02/01/2018 04:15 - 02/01/2018 04:30","Germany (DE)","42475.66","42997.17"
"02/01/2018 04:30 - 02/01/2018 04:45","Germany (DE)","43176.20","43462.09"
"02/01/2018 04:45 - 02/01/2018 05:00","Germany (DE)","43737.94","43963.86"
"02/01/2018 05:00 - 02/01/2018 05:15","Germany (DE)","44997.80","44999.13"
"02/01/2018 05:15 - 02/01/2018 05:30","Germany (DE)","45653.38","45748.32"
"02/01/2018 05:30 - 02/01/2018 05:45","Germany (DE)","46806.27","46892.21"
"02/01/2018 05:45 - 02/01/2018 06:00","Germany (DE)","48326.18","48264.41"
"02/01/2018 06:00 - 02/01/2018 06:15","Germany (DE)","50354.03","50951.48"
"02/01/2018 06:15 - 02/01/2018 06:30","Germany (DE)","52247.17","52804.05"
"02/01/2018 06:30 - 02/01/2018 06:45","Germany (DE)","53755.55","54742.11"
"02/01/2018 06:45 - 02/01/2018 07:00","Germany (DE)","55343.54","56139.09"
"02/01/2018 07:00 - 02/01/2018 07:15","Germany (DE)","57503.82","57749.24"
"02/01/2018 07:15 - 02/01/2018 07:30","Germany (DE)","58534.35","58913.31"
"02/01/2018 07:30 - 02/01/2018 07:45","Germany (DE)","59781.10","59886.77"
"02/01/2018 07:45 - 02/01/2018 08:00","Germany (DE)","60905.56","61068.33"
"02/01/2018 08:00 - 02/01/2018 08:15","Germany (DE)","62105.51","62027.60"
"02/01/2018 08:15 - 02/01/2018 08:30","Germany (DE)","62768.58","62185.50"
"02/01/2018 08:30 - 02/01/2018 08:45","Germany (DE)","63393.32","62533.32"
"02/01/2018 08:45 - 02/01/2018 09:00","Germany (DE)","63779.39","62542.28"
"02/01/2018 09:00 - 02/01/2018 09:15","Germany (DE)","64083.73","62442.23"
"02/01/2018 09:15 - 02/01/2018 09:30","Germany (DE)","64529.91","62799.54"
"02/01/2018 09:30 - 02/01/2018 09:45","Germany (DE)","65116.60","63015.55"
"02/01/2018 09:45 - 02/01/2018 10:00","Germany (DE)","65555.95","63701.75"
"02/01/2018 10:00 - 02/01/2018 10:15","Germany (DE)","65981.24","63923.88"
"02/01/2018 10:15 - 02/01/2018 10:30","Germany (DE)","66297.45","64361.42"
"02/01/2018 10:30 - 02/01/2018 10:45","Germany (DE)","67142.85","64966.67"
"02/01/2018 10:45 - 02/01/2018 11:00","Germany (DE)","67575.58","65153.30"
"02/01/2018 11:00 - 02/01/2018 11:15","Germany (DE)","67468.31","65386.18"
"02/01/2018 11:15 - 02/01/2018 11:30","Germany (DE)","67994.76","65648.82"
"02/01/2018 11:30 - 02/01/2018 11:45","Germany (DE)","68715.26","65878.98"
"02/01/2018 11:45 - 02/01/2018 12:00","Germany (DE)","69010.25","65856.11"
"02/01/2018 12:00 - 02/01/2018 12:15","Germany (DE)","68951.15","65506.45"
"02/01/2018 12:15 - 02/01/2018 12:30","Germany (DE)","68924.56","65749.79"
"02/01/2018 12:30 - 02/01/2018 12:45","Germany (DE)","69051.34","65469.37"
"02/01/2018 12:45 - 02/01/2018 13:00","Germany (DE)","68833.28","65670.44"
"02/01/2018 13:00 - 02/01/2018 13:15","Germany (DE)","68669.71","65505.39"
"02/01/2018 13:15 - 02/01/2018 13:30","Germany (DE)","68501.21","65324.58"
"02/01/2018 13:30 - 02/01/2018 13:45","Germany (DE)","68124.56","65026.93"
"02/01/2018 13:45 - 02/01/2018 14:00","Germany (DE)","67487.58","64309.21"
"02/01/2018 14:00 - 02/01/2018 14:15","Germany (DE)","67212.00","64042.69"
"02/01/2018 14:15 - 02/01/2018 14:30","Germany (DE)","66944.55","63698.65"
"02/01/2018 14:30 - 02/01/2018 14:45","Germany (DE)","66553.30","63678.11"
"02/01/2018 14:45 - 02/01/2018 15:00","Germany (DE)","66341.12","64018.47"
"02/01/2018 15:00 - 02/01/2018 15:15","Germany (DE)","66543.13","64408.17"
"02/01/2018 15:15 - 02/01/2018 15:30","Germany (DE)","66209.66","63354.99"
"02/01/2018 15:30 - 02/01/2018 15:45","Germany (DE)","66027.91","63237.82"
"02/01/2018 15:45 - 02/01/2018 16:00","Germany (DE)","65927.17","63039.21"
"02/01/2018 16:00 - 02/01/2018 16:15","Germany (DE)","66110.98","63467.33"
"02/01/2018 16:15 - 02/01/2018 16:30","Germany (DE)","66924.41","64208.11"
"02/01/2018 16:30 - 02/01/2018 16:45","Germany (DE)","67672.94","64782.83"
"02/01/2018 16:45 - 02/01/2018 17:00","Germany (DE)","68641.47","64349.86"
"02/01/2018 17:00 - 02/01/2018 17:15","Germany (DE)","69676.52","65071.19"
"02/01/2018 17:15 - 02/01/2018 17:30","Germany (DE)","70017.33","65134.08"
"02/01/2018 17:30 - 02/01/2018 17:45","Germany (DE)","70125.06","65620.13"
"02/01/2018 17:45 - 02/01/2018 18:00","Germany (DE)","70177.40","65377.45"
"02/01/2018 18:00 - 02/01/2018 18:15","Germany (DE)","69948.77","65165.64"
"02/01/2018 18:15 - 02/01/2018 18:30","Germany (DE)","69655.37","65266.75"
"02/01/2018 18:30 - 02/01/2018 18:45","Germany (DE)","69756.15","65118.74"
"02/01/2018 18:45 - 02/01/2018 19:00","Germany (DE)","69795.48","65174.42"
"02/01/2018 19:00 - 02/01/2018 19:15","Germany (DE)","69487.42","64756.43"
"02/01/2018 19:15 - 02/01/2018 19:30","Germany (DE)","68869.25","63977.89"
"02/01/2018 19:30 - 02/01/2018 19:45","Germany (DE)","68035.29","63454.87"
"02/01/2018 19:45 - 02/01/2018 20:00","Germany (DE)","67188.20","62928.83"
"02/01/2018 20:00 - 02/01/2018 20:15","Germany (DE)","66219.15","61736.43"
"02/01/2018 20:15 - 02/01/2018 20:30","Germany (DE)","65035.51","60222.72"
"02/01/2018 20:30 - 02/01/2018 20:45","Germany (DE)","63976.50","59715.23"
"02/01/2018 20:45 - 02/01/2018 21:00","Germany (DE)","62790.87","58933.63"
"02/01/2018 21:00 - 02/01/2018 21:15","Germany (DE)","62487.20","57887.70"
"02/01/2018 21:15 - 02/01/2018 21:30","Germany (DE)","61466.60","57414.22"
"02/01/2018 21:30 - 02/01/2018 21:45","Germany (DE)","61048.70","57313.12"
"02/01/2018 21:45 - 02/01/2018 22:00","Germany (DE)","60317.22","55990.36"
"02/01/2018 22:00 - 02/01/2018 22:15","Germany (DE)","60574.54","55818.40"
"02/01/2018 22:15 - 02/01/2018 22:30","Germany (DE)","59692.37","55151.42"
"02/01/2018 22:30 - 02/01/2018 22:45","Germany (DE)","58671.64","54092.75"
"02/01/2018 22:45 - 02/01/2018 23:00","Germany (DE)","57631.90","52764.70"
"02/01/2018 23:00 - 02/01/2018 23:15","Germany (DE)","56520.74","51620.12"
"02/01/2018 23:15 - 02/01/2018 23:30","Germany (DE)","55737.67","50546.38"
"02/01/2018 23:30 - 02/01/2018 23:45","Germany (DE)","54978.25","49572.48"
"02/01/2018 23:45 - 03/01/2018 00:00","Germany (DE)","53971.37","48786.69"
"03/01/2018 00:00 - 03/01/2018 00:15","Germany (DE)","53360.01","48801.44"
"03/01/2018 00:15 - 03/01/2018 00:30","Germany (DE)","52691.29","48407.71"
"03/01/2018 00:30 - 03/01/2018 00:45","Germany (DE)","52027.26","47842.60"
"03/01/2018 00:45 - 03/01/2018 01:00","Germany (DE)","51622.03","47217.03"
"03/01/2018 01:00 - 03/01/2018 01:15","Germany (DE)","51076.63","46530.74"
"03/01/2018 01:15 - 03/01/2018 01:30","Germany (DE)","50411.81","46132.42"
"03/01/2018 01:30 - 03/01/2018 01:45","Germany (DE)","50241.76","45746.31"
"03/01/2018 01:45 - 03/01/2018 02:00","Germany (DE)","49908.26","45488.10"
"03/01/2018 02:00 - 03/01/2018 02:15","Germany (DE)","49872.47","45260.75"
"03/01/2018 02:15 - 03/01/2018 02:30","Germany (DE)","49551.67","45068.49"
"03/01/2018 02:30 - 03/01/2018 02:45","Germany (DE)","49644.02","45056.26"
"03/01/2018 02:45 - 03/01/2018 03:00","Germany (DE)","49708.25","45025.16"
"03/01/2018 03:00 - 03/01/2018 03:15","Germany (DE)","50042.18","45081.26"
"03/01/2018 03:15 - 03/01/2018 03:30","Germany (DE)","50118.83","45105.68"
"03/01/2018 03:30 - 03/01/2018 03:45","Germany (DE)","50602.09","45151.08"
"03/01/2018 03:45 - 03/01/2018 04:00","Germany (DE)","50905.77","45205.24"
"03/01/2018 04:00 - 03/01/2018 04:15","Germany (DE)","51242.58","45540.09"
"03/01/2018 04:15 - 03/01/2018 04:30","Germany (DE)","51863.18","45854.86"
"03/01/2018 04:30 - 03/01/2018 04:45","Germany (DE)","52328.68","46241.98"
"03/01/2018 04:45 - 03/01/2018 05:00","Germany (DE)","52907.64","46725.18"
"03/01/2018 05:00 - 03/01/2018 05:15","Germany (DE)","54011.04","47728.31"
"03/01/2018 05:15 - 03/01/2018 05:30","Germany (DE)","54953.51","48187.55"
"03/01/2018 05:30 - 03/01/2018 05:45","Germany (DE)","55889.93","49003.44"
"03/01/2018 05:45 - 03/01/2018 06:00","Germany (DE)","57183.46","49979.83"
"03/01/2018 06:00 - 03/01/2018 06:15","Germany (DE)","58979.35","51948.33"
"03/01/2018 06:15 - 03/01/2018 06:30","Germany (DE)","61093.60","53544.33"
"03/01/2018 06:30 - 03/01/2018 06:45","Germany (DE)","62736.68","55079.00"
"03/01/2018 06:45 - 03/01/2018 07:00","Germany (DE)","64045.48","56587.59"
"03/01/2018 07:00 - 03/01/2018 07:15","Germany (DE)","65199.27","58254.18"
"03/01/2018 07:15 - 03/01/2018 07:30","Germany (DE)","66242.12","59377.88"
"03/01/2018 07:30 - 03/01/2018 07:45","Germany (DE)","67688.61","61550.29"
"03/01/2018 07:45 - 03/01/2018 08:00","Germany (DE)","68840.93","62527.21"
"03/01/2018 08:00 - 03/01/2018 08:15","Germany (DE)","69620.18","63531.52"
"03/01/2018 08:15 - 03/01/2018 08:30","Germany (DE)","70306.08","63987.77"
"03/01/2018 08:30 - 03/01/2018 08:45","Germany (DE)","70641.21","64202.32"
"03/01/2018 08:45 - 03/01/2018 09:00","Germany (DE)","71214.30","64223.11"
"03/01/2018 09:00 - 03/01/2018 09:15","Germany (DE)","71129.92","64399.57"
"03/01/2018 09:15 - 03/01/2018 09:30","Germany (DE)","71538.26","64629.18"
"03/01/2018 09:30 - 03/01/2018 09:45","Germany (DE)","71849.30","64785.19"
"03/01/2018 09:45 - 03/01/2018 10:00","Germany (DE)","72542.78","65104.97"
"03/01/2018 10:00 - 03/01/2018 10:15","Germany (DE)","72661.22","65401.89"
"03/01/2018 10:15 - 03/01/2018 10:30","Germany (DE)","73023.48","65697.50"
"03/01/2018 10:30 - 03/01/2018 10:45","Germany (DE)","73230.95","66018.55"
"03/01/2018 10:45 - 03/01/2018 11:00","Germany (DE)","73613.38","66155.85"
"03/01/2018 11:00 - 03/01/2018 11:15","Germany (DE)","73986.58","66389.82"
"03/01/2018 11:15 - 03/01/2018 11:30","Germany (DE)","74312.75","66766.60"
"03/01/2018 11:30 - 03/01/2018 11:45","Germany (DE)","74731.58","67039.51"
"03/01/2018 11:45 - 03/01/2018 12:00","Germany (DE)","74626.89","66760.70"
"03/01/2018 12:00 - 03/01/2018 12:15","Germany (DE)","74039.72","66618.40"
"03/01/2018 12:15 - 03/01/2018 12:30","Germany (DE)","74328.96","66799.94"
"03/01/2018 12:30 - 03/01/2018 12:45","Germany (DE)","74188.23","66633.14"
"03/01/2018 12:45 - 03/01/2018 13:00","Germany (DE)","73825.13","66852.77"
"03/01/2018 13:00 - 03/01/2018 13:15","Germany (DE)","73787.39","66774.88"
"03/01/2018 13:15 - 03/01/2018 13:30","Germany (DE)","73508.69","66578.28"
"03/01/2018 13:30 - 03/01/2018 13:45","Germany (DE)","73072.91","66280.68"
"03/01/2018 13:45 - 03/01/2018 14:00","Germany (DE)","72243.06","65472.88"
"03/01/2018 14:00 - 03/01/2018 14:15","Germany (DE)","72031.32","65322.11"
"03/01/2018 14:15 - 03/01/2018 14:30","Germany (DE)","71607.33","64953.93"
"03/01/2018 14:30 - 03/01/2018 14:45","Germany (DE)","71284.68","65072.95"
"03/01/2018 14:45 - 03/01/2018 15:00","Germany (DE)","71136.24","65338.59"
"03/01/2018 15:00 - 03/01/2018 15:15","Germany (DE)","71041.82","65965.96"
"03/01/2018 15:15 - 03/01/2018 15:30","Germany (DE)","71103.55","64822.25"
"03/01/2018 15:30 - 03/01/2018 15:45","Germany (DE)","70791.04","64614.37"
"03/01/2018 15:45 - 03/01/2018 16:00","Germany (DE)","70933.52","64528.87"
"03/01/2018 16:00 - 03/01/2018 16:15","Germany (DE)","71666.26","64936.89"
"03/01/2018 16:15 - 03/01/2018 16:30","Germany (DE)","71794.81","65636.48"
"03/01/2018 16:30 - 03/01/2018 16:45","Germany (DE)","72401.14","66502.04"
"03/01/2018 16:45 - 03/01/2018 17:00","Germany (DE)","73852.52","66153.60"
"03/01/2018 17:00 - 03/01/2018 17:15","Germany (DE)","74755.99","66957.16"
"03/01/2018 17:15 - 03/01/2018 17:30","Germany (DE)","75066.61","67084.06"
"03/01/2018 17:30 - 03/01/2018 17:45","Germany (DE)","75563.46","67530.87"
"03/01/2018 17:45 - 03/01/2018 18:00","Germany (DE)","75605.39","67391.68"
"03/01/2018 18:00 - 03/01/2018 18:15","Germany (DE)","75206.50","67153.05"
"03/01/2018 18:15 - 03/01/2018 18:30","Germany (DE)","74851.32","67312.12"
"03/01/2018 18:30 - 03/01/2018 18:45","Germany (DE)","74595.77","67037.23"
"03/01/2018 18:45 - 03/01/2018 19:00","Germany (DE)","74301.57","66990.01"
"03/01/2018 19:00 - 03/01/2018 19:15","Germany (DE)","74248.72","66592.64"
"03/01/2018 19:15 - 03/01/2018 19:30","Germany (DE)","72920.78","65977.99"
"03/01/2018 19:30 - 03/01/2018 19:45","Germany (DE)","72176.35","65317.26"
"03/01/2018 19:45 - 03/01/2018 20:00","Germany (DE)","71549.83","64822.85"
"03/01/2018 20:00 - 03/01/2018 20:15","Germany (DE)","70793.43","63482.02"
"03/01/2018 20:15 - 03/01/2018 20:30","Germany (DE)","69481.51","61674.40"
"03/01/2018 20:30 - 03/01/2018 20:45","Germany (DE)","68278.63","61116.12"
"03/01/2018 20:45 - 03/01/2018 21:00","Germany (DE)","66992.92","60344.19"
"03/01/2018 21:00 - 03/01/2018 21:15","Germany (DE)","66471.47","59419.85"
"03/01/2018 21:15 - 03/01/2018 21:30","Germany (DE)","65860.09","58832.49"
"03/01/2018 21:30 - 03/01/2018 21:45","Germany (DE)","64882.13","58662.30"
"03/01/2018 21:45 - 03/01/2018 22:00","Germany (DE)","64226.80","57679.75"
"03/01/2018 22:00 - 03/01/2018 22:15","Germany (DE)","64214.04","57785.91"
"03/01/2018 22:15 - 03/01/2018 22:30","Germany (DE)","63447.08","57200.84"
"03/01/2018 22:30 - 03/01/2018 22:45","Germany (DE)","62619.03","56021.89"
"03/01/2018 22:45 - 03/01/2018 23:00","Germany (DE)","61131.45","54827.68"
"03/01/2018 23:00 - 03/01/2018 23:15","Germany (DE)","60385.94","53584.81"
"03/01/2018 23:15 - 03/01/2018 23:30","Germany (DE)","59066.81","52547.45"
"03/01/2018 23:30 - 03/01/2018 23:45","Germany (DE)","58014.05","51580.68"
"03/01/2018 23:45 - 04/01/2018 00:00","Germany (DE)","57094.02","50713.87"
"04/01/2018 00:00 - 04/01/2018 00:15","Germany (DE)","55745.48","49635.21"
"04/01/2018 00:15 - 04/01/2018 00:30","Germany (DE)","54912.24","49036.75"
"04/01/2018 00:30 - 04/01/2018 00:45","Germany (DE)","54482.57","48397.24"
"04/01/2018 00:45 - 04/01/2018 01:00","Germany (DE)","53905.22","47681.01"
"04/01/2018 01:00 - 04/01/2018 01:15","Germany (DE)","53145.78","46945.25"
"04/01/2018 01:15 - 04/01/2018 01:30","Germany (DE)","52729.31","46615.85"
"04/01/2018 01:30 - 04/01/2018 01:45","Germany (DE)","52281.15","46305.69"
"04/01/2018 01:45 - 04/01/2018 02:00","Germany (DE)","51761.96","46146.56"
"04/01/2018 02:00 - 04/01/2018 02:15","Germany (DE)","51589.41","45718.46"
"04/01/2018 02:15 - 04/01/2018 02:30","Germany (DE)","51278.79","45597.62"
"04/01/2018 02:30 - 04/01/2018 02:45","Germany (DE)","51332.37","45734.40"
"04/01/2018 02:45 - 04/01/2018 03:00","Germany (DE)","51182.41","45733.28"
"04/01/2018 03:00 - 04/01/2018 03:15","Germany (DE)","51236.98","45727.83"
"04/01/2018 03:15 - 04/01/2018 03:30","Germany (DE)","51455.06","45802.77"
"04/01/2018 03:30 - 04/01/2018 03:45","Germany (DE)","51719.72","45887.80"
"04/01/2018 03:45 - 04/01/2018 04:00","Germany (DE)","52106.38","45923.59"
"04/01/2018 04:00 - 04/01/2018 04:15","Germany (DE)","52318.72","46302.25"
"04/01/2018 04:15 - 04/01/2018 04:30","Germany (DE)","52453.41","46619.29"
"04/01/2018 04:30 - 04/01/2018 04:45","Germany (DE)","52802.01","47009.37"
"04/01/2018 04:45 - 04/01/2018 05:00","Germany (DE)","53186.70","47498.13"
"04/01/2018 05:00 - 04/01/2018 05:15","Germany (DE)","54064.14","48681.87"
"04/01/2018 05:15 - 04/01/2018 05:30","Germany (DE)","54350.87","49105.61"
"04/01/2018 05:30 - 04/01/2018 05:45","Germany (DE)","55607.38","50033.75"
"04/01/2018 05:45 - 04/01/2018 06:00","Germany (DE)","56869.12","51103.21"
"04/01/2018 06:00 - 04/01/2018 06:15","Germany (DE)","58586.16","53293.84"
"04/01/2018 06:15 - 04/01/2018 06:30","Germany (DE)","60066.81","55172.71"
"04/01/2018 06:30 - 04/01/2018 06:45","Germany (DE)","61870.80","56614.91"
