"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"02/01/2015 05:00 - 02/01/2015 05:15","Germany (DE)","43841.17","40010.39"
"02/01/2015 05:15 - 02/01/2015 05:30","Germany (DE)","43872.48","39979.44"
"02/01/2015 05:30 - 02/01/2015 05:45","Germany (DE)","44198.75","40612.51"
"02/01/2015 05:45 - 02/01/2015 06:00","Germany (DE)","44811.91","41408.24"
"02/01/2015 06:00 - 02/01/2015 06:15","Germany (DE)","45348.14","42118.54"
"02/01/2015 06:15 - 02/01/2015 06:30","Germany (DE)","46079.07","42613.46"
"02/01/2015 06:30 - 02/01/2015 06:45","Germany (DE)","47130.00","43849.92"
"02/01/2015 06:45 - 02/01/2015 07:00","Germany (DE)","48223.72","45019.11"
"02/01/2015 07:00 - 02/01/2015 07:15","Germany (DE)","49931.62","47058.92"
"02/01/2015 07:15 - 02/01/2015 07:30","Germany (DE)","50692.38","48853.74"
"02/01/2015 07:30 - 02/01/2015 07:45","Germany (DE)","51548.48","49746.69"
"02/01/2015 07:45 - 02/01/2015 08:00","Germany (DE)","52799.68","50499.22"
"02/01/2015 08:00 - 02/01/2015 08:15","Germany (DE)","53953.21","51316.72"
"02/01/2015 08:15 - 02/01/2015 08:30","Germany (DE)","54862.84","51397.01"
"02/01/2015 08:30 - 02/01/2015 08:45","Germany (DE)","55464.67","51616.83"
"02/01/2015 08:45 - 02/01/2015 09:00","Germany (DE)","56213.77","51829.29"
"02/01/2015 09:00 - 02/01/2015 09:15","Germany (DE)","57382.01","52335.11"
"02/01/2015 09:15 - 02/01/2015 09:30","Germany (DE)","57934.21","53044.93"
"02/01/2015 09:30 - 02/01/2015 09:45","Germany (DE)","58605.77","53412.50"
"02/01/2015 09:45 - 02/01/2015 10:00","Germany (DE)","59180.12","53738.83"
"02/01/2015 10:00 - 02/01/2015 10:15","Germany (DE)","59780.68","54066.03"
"02/01/2015 10:15 - 02/01/2015 10:30","Germany (DE)","60090.12","54205.49"
"02/01/2015 10:30 - 02/01/2015 10:45","Germany (DE)","60482.10","54545.23"
"02/01/2015 10:45 - 02/01/2015 11:00","Germany (DE)","60499.00","54966.28"
"02/01/2015 11:00 - 02/01/2015 11:15","Germany (DE)","61049.54","55286.70"
"02/01/2015 11:15 - 02/01/2015 11:30","Germany (DE)","61620.88","55780.26"
"02/01/2015 11:30 - 02/01/2015 11:45","Germany (DE)","61928.05","55933.03"
"02/01/2015 11:45 - 02/01/2015 12:00","Germany (DE)","62319.96","55741.89"
"02/01/2015 12:00 - 02/01/2015 12:15","Germany (DE)","62347.96","55954.89"
"02/01/2015 12:15 - 02/01/2015 12:30","Germany (DE)","62063.78","55823.53"
"02/01/2015 12:30 - 02/01/2015 12:45","Germany (DE)","61968.13","55847.89"
"02/01/2015 12:45 - 02/01/2015 13:00","Germany (DE)","61507.85","54880.13"
"02/01/2015 13:00 - 02/01/2015 13:15","Germany (DE)","61395.72","53580.89"
"02/01/2015 13:15 - 02/01/2015 13:30","Germany (DE)","61079.92","53376.47"
"02/01/2015 13:30 - 02/01/2015 13:45","Germany (DE)","60733.66","53995.43"
"02/01/2015 13:45 - 02/01/2015 14:00","Germany (DE)","60338.35","53839.59"
"02/01/2015 14:00 - 02/01/2015 14:15","Germany (DE)","60071.50","52377.77"
"02/01/2015 14:15 - 02/01/2015 14:30","Germany (DE)","59850.30","53257.17"
"02/01/2015 14:30 - 02/01/2015 14:45","Germany (DE)","59592.25","53851.57"
"02/01/2015 14:45 - 02/01/2015 15:00","Germany (DE)","59290.51","53771.87"
"02/01/2015 15:00 - 02/01/2015 15:15","Germany (DE)","59309.43","53629.00"
"02/01/2015 15:15 - 02/01/2015 15:30","Germany (DE)","59003.69","53191.48"
"02/01/2015 15:30 - 02/01/2015 15:45","Germany (DE)","58771.59","53237.26"
"02/01/2015 15:45 - 02/01/2015 16:00","Germany (DE)","58903.06","53042.84"
"02/01/2015 16:00 - 02/01/2015 16:15","Germany (DE)","59066.73","53465.62"
"02/01/2015 16:15 - 02/01/2015 16:30","Germany (DE)","60138.54","53840.49"
"02/01/2015 16:30 - 02/01/2015 16:45","Germany (DE)","60793.41","54818.05"
"02/01/2015 16:45 - 02/01/2015 17:00","Germany (DE)","61647.99","55839.19"
"02/01/2015 17:00 - 02/01/2015 17:15","Germany (DE)","62937.15","56468.49"
"02/01/2015 17:15 - 02/01/2015 17:30","Germany (DE)","63345.83","57287.85"
"02/01/2015 17:30 - 02/01/2015 17:45","Germany (DE)","63523.53","57505.00"
"02/01/2015 17:45 - 02/01/2015 18:00","Germany (DE)","63840.68","57669.71"
"02/01/2015 18:00 - 02/01/2015 18:15","Germany (DE)","64027.56","57650.84"
"02/01/2015 18:15 - 02/01/2015 18:30","Germany (DE)","63826.58","57331.72"
"02/01/2015 18:30 - 02/01/2015 18:45","Germany (DE)","63681.38","57202.60"
"02/01/2015 18:45 - 02/01/2015 19:00","Germany (DE)","63418.39","56885.54"
"02/01/2015 19:00 - 02/01/2015 19:15","Germany (DE)","62985.18","56640.84"
"02/01/2015 19:15 - 02/01/2015 19:30","Germany (DE)","62224.58","55911.43"
"02/01/2015 19:30 - 02/01/2015 19:45","Germany (DE)","61600.85","55317.48"
"02/01/2015 19:45 - 02/01/2015 20:00","Germany (DE)","61111.38","54464.64"
"02/01/2015 20:00 - 02/01/2015 20:15","Germany (DE)","59797.82","53461.23"
"02/01/2015 20:15 - 02/01/2015 20:30","Germany (DE)","58461.70","52282.49"
"02/01/2015 20:30 - 02/01/2015 20:45","Germany (DE)","57503.18","51096.15"
"02/01/2015 20:45 - 02/01/2015 21:00","Germany (DE)","56534.06","50294.69"
"02/01/2015 21:00 - 02/01/2015 21:15","Germany (DE)","56084.64","50002.25"
"02/01/2015 21:15 - 02/01/2015 21:30","Germany (DE)","55777.11","48503.37"
"02/01/2015 21:30 - 02/01/2015 21:45","Germany (DE)","55336.28","46583.95"
"02/01/2015 21:45 - 02/01/2015 22:00","Germany (DE)","55252.52","46100.87"
"02/01/2015 22:00 - 02/01/2015 22:15","Germany (DE)","55854.77","46532.60"
"02/01/2015 22:15 - 02/01/2015 22:30","Germany (DE)","55217.46","46633.17"
"02/01/2015 22:30 - 02/01/2015 22:45","Germany (DE)","54326.88","45812.16"
"02/01/2015 22:45 - 02/01/2015 23:00","Germany (DE)","50357.60","44911.97"
"02/01/2015 23:00 - 02/01/2015 23:15","Germany (DE)","49535.01","44705.49"
"02/01/2015 23:15 - 02/01/2015 23:30","Germany (DE)","48604.82","44662.93"
"02/01/2015 23:30 - 02/01/2015 23:45","Germany (DE)","47816.48","44964.31"
"02/01/2015 23:45 - 03/01/2015 00:00","Germany (DE)","46688.25","43563.47"
"03/01/2015 00:00 - 03/01/2015 00:15","Germany (DE)","45899.56","42775.99"
"03/01/2015 00:15 - 03/01/2015 00:30","Germany (DE)","44774.55","41478.03"
"03/01/2015 00:30 - 03/01/2015 00:45","Germany (DE)","44159.24","42868.99"
"03/01/2015 00:45 - 03/01/2015 01:00","Germany (DE)","43612.26","42242.36"
"03/01/2015 01:00 - 03/01/2015 01:15","Germany (DE)","43156.87","41624.97"
"03/01/2015 01:15 - 03/01/2015 01:30","Germany (DE)","42396.58","41117.37"
"03/01/2015 01:30 - 03/01/2015 01:45","Germany (DE)","41994.49","40681.44"
"03/01/2015 01:45 - 03/01/2015 02:00","Germany (DE)","41590.73","40427.18"
"03/01/2015 02:00 - 03/01/2015 02:15","Germany (DE)","41371.12","39980.61"
"03/01/2015 02:15 - 03/01/2015 02:30","Germany (DE)","40813.12","39798.54"
"03/01/2015 02:30 - 03/01/2015 02:45","Germany (DE)","40710.32","39668.05"
"03/01/2015 02:45 - 03/01/2015 03:00","Germany (DE)","40661.99","39661.66"
"03/01/2015 03:00 - 03/01/2015 03:15","Germany (DE)","40665.83","39693.21"
"03/01/2015 03:15 - 03/01/2015 03:30","Germany (DE)","40629.78","39562.79"
"03/01/2015 03:30 - 03/01/2015 03:45","Germany (DE)","40717.55","39893.71"
"03/01/2015 03:45 - 03/01/2015 04:00","Germany (DE)","40761.01","40148.46"
"03/01/2015 04:00 - 03/01/2015 04:15","Germany (DE)","41214.83","40023.08"
"03/01/2015 04:15 - 03/01/2015 04:30","Germany (DE)","41032.81","39863.19"
"03/01/2015 04:30 - 03/01/2015 04:45","Germany (DE)","41033.07","40446.62"
"03/01/2015 04:45 - 03/01/2015 05:00","Germany (DE)","41043.72","40549.74"
"03/01/2015 05:00 - 03/01/2015 05:15","Germany (DE)","41278.43","40246.15"
"03/01/2015 05:15 - 03/01/2015 05:30","Germany (DE)","41011.02","39931.43"
"03/01/2015 05:30 - 03/01/2015 05:45","Germany (DE)","41045.44","39975.45"
"03/01/2015 05:45 - 03/01/2015 06:00","Germany (DE)","41897.52","39897.42"
"03/01/2015 06:00 - 03/01/2015 06:15","Germany (DE)","42115.98","39902.74"
"03/01/2015 06:15 - 03/01/2015 06:30","Germany (DE)","42236.52","39805.67"
"03/01/2015 06:30 - 03/01/2015 06:45","Germany (DE)","42762.10","40228.68"
"03/01/2015 06:45 - 03/01/2015 07:00","Germany (DE)","43272.74","40914.53"
"03/01/2015 07:00 - 03/01/2015 07:15","Germany (DE)","43811.99","41665.91"
"03/01/2015 07:15 - 03/01/2015 07:30","Germany (DE)","44617.41","42333.83"
"03/01/2015 07:30 - 03/01/2015 07:45","Germany (DE)","45382.62","43303.62"
"03/01/2015 07:45 - 03/01/2015 08:00","Germany (DE)","46246.44","44222.44"
"03/01/2015 08:00 - 03/01/2015 08:15","Germany (DE)","47311.01","45406.68"
"03/01/2015 08:15 - 03/01/2015 08:30","Germany (DE)","47900.07","46117.02"
"03/01/2015 08:30 - 03/01/2015 08:45","Germany (DE)","48521.00","47015.94"
"03/01/2015 08:45 - 03/01/2015 09:00","Germany (DE)","49588.74","47684.32"
"03/01/2015 09:00 - 03/01/2015 09:15","Germany (DE)","50657.31","48695.75"
"03/01/2015 09:15 - 03/01/2015 09:30","Germany (DE)","51172.15","49522.56"
"03/01/2015 09:30 - 03/01/2015 09:45","Germany (DE)","52362.41","49978.37"
"03/01/2015 09:45 - 03/01/2015 10:00","Germany (DE)","53125.92","50433.64"
"03/01/2015 10:00 - 03/01/2015 10:15","Germany (DE)","53793.80","51225.91"
"03/01/2015 10:15 - 03/01/2015 10:30","Germany (DE)","54339.28","51654.61"
"03/01/2015 10:30 - 03/01/2015 10:45","Germany (DE)","54682.29","51835.11"
"03/01/2015 10:45 - 03/01/2015 11:00","Germany (DE)","55090.90","52237.85"
"03/01/2015 11:00 - 03/01/2015 11:15","Germany (DE)","55746.25","52610.21"
"03/01/2015 11:15 - 03/01/2015 11:30","Germany (DE)","56275.90","52995.40"
"03/01/2015 11:30 - 03/01/2015 11:45","Germany (DE)","56876.09","53250.66"
"03/01/2015 11:45 - 03/01/2015 12:00","Germany (DE)","57223.30","52995.99"
"03/01/2015 12:00 - 03/01/2015 12:15","Germany (DE)","56065.83","52893.10"
"03/01/2015 12:15 - 03/01/2015 12:30","Germany (DE)","56044.70","52711.16"
"03/01/2015 12:30 - 03/01/2015 12:45","Germany (DE)","57098.38","52401.76"
"03/01/2015 12:45 - 03/01/2015 13:00","Germany (DE)","56966.64","52244.45"
"03/01/2015 13:00 - 03/01/2015 13:15","Germany (DE)","56981.88","51926.76"
"03/01/2015 13:15 - 03/01/2015 13:30","Germany (DE)","56570.86","51637.68"
"03/01/2015 13:30 - 03/01/2015 13:45","Germany (DE)","56465.93","51158.12"
"03/01/2015 13:45 - 03/01/2015 14:00","Germany (DE)","55945.75","51091.66"
"03/01/2015 14:00 - 03/01/2015 14:15","Germany (DE)","55777.00","50590.59"
"03/01/2015 14:15 - 03/01/2015 14:30","Germany (DE)","55584.57","50358.74"
"03/01/2015 14:30 - 03/01/2015 14:45","Germany (DE)","55512.62","50050.15"
"03/01/2015 14:45 - 03/01/2015 15:00","Germany (DE)","55239.08","49957.02"
"03/01/2015 15:00 - 03/01/2015 15:15","Germany (DE)","55275.51","49940.66"
"03/01/2015 15:15 - 03/01/2015 15:30","Germany (DE)","55176.13","49516.03"
"03/01/2015 15:30 - 03/01/2015 15:45","Germany (DE)","55389.73","48943.73"
"03/01/2015 15:45 - 03/01/2015 16:00","Germany (DE)","55510.13","49599.89"
"03/01/2015 16:00 - 03/01/2015 16:15","Germany (DE)","55926.02","50217.91"
"03/01/2015 16:15 - 03/01/2015 16:30","Germany (DE)","57194.10","50515.18"
"03/01/2015 16:30 - 03/01/2015 16:45","Germany (DE)","58067.51","50811.34"
"03/01/2015 16:45 - 03/01/2015 17:00","Germany (DE)","59103.40","51422.52"
"03/01/2015 17:00 - 03/01/2015 17:15","Germany (DE)","60207.19","51766.34"
"03/01/2015 17:15 - 03/01/2015 17:30","Germany (DE)","60458.47","52654.83"
"03/01/2015 17:30 - 03/01/2015 17:45","Germany (DE)","60953.75","52901.94"
"03/01/2015 17:45 - 03/01/2015 18:00","Germany (DE)","60979.97","52952.74"
"03/01/2015 18:00 - 03/01/2015 18:15","Germany (DE)","61298.43","53335.88"
"03/01/2015 18:15 - 03/01/2015 18:30","Germany (DE)","61162.09","52916.28"
"03/01/2015 18:30 - 03/01/2015 18:45","Germany (DE)","60842.25","52814.24"
"03/01/2015 18:45 - 03/01/2015 19:00","Germany (DE)","60412.52","52744.34"
"03/01/2015 19:00 - 03/01/2015 19:15","Germany (DE)","59961.38","52548.47"
"03/01/2015 19:15 - 03/01/2015 19:30","Germany (DE)","60237.99","52191.32"
"03/01/2015 19:30 - 03/01/2015 19:45","Germany (DE)","59490.05","51749.53"
"03/01/2015 19:45 - 03/01/2015 20:00","Germany (DE)","58835.13","51075.21"
"03/01/2015 20:00 - 03/01/2015 20:15","Germany (DE)","57496.78","50358.69"
"03/01/2015 20:15 - 03/01/2015 20:30","Germany (DE)","56048.99","49403.65"
"03/01/2015 20:30 - 03/01/2015 20:45","Germany (DE)","54671.73","48399.74"
"03/01/2015 20:45 - 03/01/2015 21:00","Germany (DE)","54144.71","47995.73"
"03/01/2015 21:00 - 03/01/2015 21:15","Germany (DE)","53744.25","47723.46"
"03/01/2015 21:15 - 03/01/2015 21:30","Germany (DE)","53293.93","47440.46"
"03/01/2015 21:30 - 03/01/2015 21:45","Germany (DE)","52860.67","47087.90"
"03/01/2015 21:45 - 03/01/2015 22:00","Germany (DE)","52826.74","46858.13"
"03/01/2015 22:00 - 03/01/2015 22:15","Germany (DE)","53594.56","47105.24"
"03/01/2015 22:15 - 03/01/2015 22:30","Germany (DE)","53304.79","47365.17"
"03/01/2015 22:30 - 03/01/2015 22:45","Germany (DE)","52572.03","46976.04"
"03/01/2015 22:45 - 03/01/2015 23:00","Germany (DE)","51816.97","46196.89"
"03/01/2015 23:00 - 03/01/2015 23:15","Germany (DE)","50998.77","45781.15"
"03/01/2015 23:15 - 03/01/2015 23:30","Germany (DE)","50376.35","44411.42"
"03/01/2015 23:30 - 03/01/2015 23:45","Germany (DE)","49681.97","43647.91"
"03/01/2015 23:45 - 04/01/2015 00:00","Germany (DE)","48938.86","43499.37"
"04/01/2015 00:00 - 04/01/2015 00:15","Germany (DE)","47736.79","42918.46"
"04/01/2015 00:15 - 04/01/2015 00:30","Germany (DE)","47064.24","41368.87"
"04/01/2015 00:30 - 04/01/2015 00:45","Germany (DE)","46491.03","40283.80"
"04/01/2015 00:45 - 04/01/2015 01:00","Germany (DE)","45807.07","40006.86"
"04/01/2015 01:00 - 04/01/2015 01:15","Germany (DE)","43126.19","39474.46"
"04/01/2015 01:15 - 04/01/2015 01:30","Germany (DE)","42765.17","39226.71"
"04/01/2015 01:30 - 04/01/2015 01:45","Germany (DE)","42312.69","38850.54"
"04/01/2015 01:45 - 04/01/2015 02:00","Germany (DE)","42013.47","38227.31"
"04/01/2015 02:00 - 04/01/2015 02:15","Germany (DE)","41498.08","38019.64"
"04/01/2015 02:15 - 04/01/2015 02:30","Germany (DE)","41214.67","37794.67"
"04/01/2015 02:30 - 04/01/2015 02:45","Germany (DE)","40995.90","37696.47"
"04/01/2015 02:45 - 04/01/2015 03:00","Germany (DE)","40840.94","37582.40"
"04/01/2015 03:00 - 04/01/2015 03:15","Germany (DE)","40695.14","37943.92"
"04/01/2015 03:15 - 04/01/2015 03:30","Germany (DE)","40512.39","38188.34"
"04/01/2015 03:30 - 04/01/2015 03:45","Germany (DE)","40551.24","38005.65"
"04/01/2015 03:45 - 04/01/2015 04:00","Germany (DE)","40554.56","37745.33"
"04/01/2015 04:00 - 04/01/2015 04:15","Germany (DE)","40705.38","37898.64"
"04/01/2015 04:15 - 04/01/2015 04:30","Germany (DE)","40568.54","37887.99"
"04/01/2015 04:30 - 04/01/2015 04:45","Germany (DE)","40673.76","38075.95"
"04/01/2015 04:45 - 04/01/2015 05:00","Germany (DE)","40744.73","37988.38"
"04/01/2015 05:00 - 04/01/2015 05:15","Germany (DE)","40752.25","37841.10"
"04/01/2015 05:15 - 04/01/2015 05:30","Germany (DE)","40381.08","37605.90"
"04/01/2015 05:30 - 04/01/2015 05:45","Germany (DE)","40069.41","37276.99"
"04/01/2015 05:45 - 04/01/2015 06:00","Germany (DE)","39632.24","36699.01"
"04/01/2015 06:00 - 04/01/2015 06:15","Germany (DE)","38942.85","35956.30"
"04/01/2015 06:15 - 04/01/2015 06:30","Germany (DE)","39079.34","35573.46"
"04/01/2015 06:30 - 04/01/2015 06:45","Germany (DE)","40329.29","35466.92"
