"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"03/01/2023 21:00 - 03/01/2023 22:00","Italy (IT)","29944.00","29430.00"
"03/01/2023 22:00 - 03/01/2023 23:00","Italy (IT)","26964.00","26527.00"
"03/01/2023 23:00 - 04/01/2023 00:00","Italy (IT)","24113.00","23732.00"
"04/01/2023 00:00 - 04/01/2023 01:00","Italy (IT)","21516.00","22358.00"
"04/01/2023 01:00 - 04/01/2023 02:00","Italy (IT)","19957.00","20970.00"
"04/01/2023 02:00 - 04/01/2023 03:00","Italy (IT)","19203.00","20207.00"
"04/01/2023 03:00 - 04/01/2023 04:00","Italy (IT)","18948.00","19919.00"
"04/01/2023 04:00 - 04/01/2023 05:00","Italy (IT)","19191.00","20162.00"
"04/01/2023 05:00 - 04/01/2023 06:00","Italy (IT)","20576.00","21367.00"
"04/01/2023 06:00 - 04/01/2023 07:00","Italy (IT)","23986.00","24658.00"
"04/01/2023 07:00 - 04/01/2023 08:00","Italy (IT)","27682.00","28519.00"
"04/01/2023 08:00 - 04/01/2023 09:00","Italy (IT)","31384.00","31894.00"
"04/01/2023 09:00 - 04/01/2023 10:00","Italy (IT)","33040.00","33433.00"
"04/01/2023 10:00 - 04/01/2023 11:00","Italy (IT)","32514.00","33652.00"
"04/01/2023 11:00 - 04/01/2023 12:00","Italy (IT)","31852.00","33307.00"
"04/01/2023 12:00 - 04/01/2023 13:00","Italy (IT)","30754.00","32228.00"
"04/01/2023 13:00 - 04/01/2023 14:00","Italy (IT)","29763.00","31948.00"
"04/01/2023 14:00 - 04/01/2023 15:00","Italy (IT)","30563.00","32473.00"
"04/01/2023 15:00 - 04/01/2023 16:00","Italy (IT)","31185.00","32602.00"
"04/01/2023 16:00 - 04/01/2023 17:00","Italy (IT)","32473.00","33281.00"
"04/01/2023 17:00 - 04/01/2023 18:00","Italy (IT)","34751.00","34607.00"
"04/01/2023 18:00 - 04/01/2023 19:00","Italy (IT)","34914.00","34817.00"
"04/01/2023 19:00 - 04/01/2023 20:00","Italy (IT)","34682.00","34302.00"
"04/01/2023 20:00 - 04/01/2023 21:00","Italy (IT)","32756.00","32583.00"
"04/01/2023 21:00 - 04/01/2023 22:00","Italy (IT)","30013.00","30119.00"
"04/01/2023 22:00 - 04/01/2023 23:00","Italy (IT)","27009.00","27105.00"
"04/01/2023 23:00 - 05/01/2023 00:00","Italy (IT)","24339.00","24279.00"
"05/01/2023 00:00 - 05/01/2023 01:00","Italy (IT)","22448.00","21775.00"
"05/01/2023 01:00 - 05/01/2023 02:00","Italy (IT)","20857.00","20183.00"
"05/01/2023 02:00 - 05/01/2023 03:00","Italy (IT)","20013.00","19445.00"
"05/01/2023 03:00 - 05/01/2023 04:00","Italy (IT)","19646.00","19306.00"
"05/01/2023 04:00 - 05/01/2023 05:00","Italy (IT)","20020.00","19426.00"
"05/01/2023 05:00 - 05/01/2023 06:00","Italy (IT)","21440.00","20791.00"
"05/01/2023 06:00 - 05/01/2023 07:00","Italy (IT)","25098.00","24235.00"
"05/01/2023 07:00 - 05/01/2023 08:00","Italy (IT)","28899.00","27595.00"
"05/01/2023 08:00 - 05/01/2023 09:00","Italy (IT)","32349.00","31635.00"
"05/01/2023 09:00 - 05/01/2023 10:00","Italy (IT)","33903.00","33026.00"
"05/01/2023 10:00 - 05/01/2023 11:00","Italy (IT)","33049.00","32601.00"
"05/01/2023 11:00 - 05/01/2023 12:00","Italy (IT)","32133.00","31914.00"
"05/01/2023 12:00 - 05/01/2023 13:00","Italy (IT)","30904.00","31438.00"
"05/01/2023 13:00 - 05/01/2023 14:00","Italy (IT)","30423.00","30159.00"
"05/01/2023 14:00 - 05/01/2023 15:00","Italy (IT)","31045.00","30866.00"
"05/01/2023 15:00 - 05/01/2023 16:00","Italy (IT)","31744.00","31414.00"
"05/01/2023 16:00 - 05/01/2023 17:00","Italy (IT)","32565.00","32424.00"
"05/01/2023 17:00 - 05/01/2023 18:00","Italy (IT)","34749.00","34921.00"
"05/01/2023 18:00 - 05/01/2023 19:00","Italy (IT)","34926.00","35053.00"
"05/01/2023 19:00 - 05/01/2023 20:00","Italy (IT)","34608.00","34595.00"
"05/01/2023 20:00 - 05/01/2023 21:00","Italy (IT)","32577.00","32839.00"
"05/01/2023 21:00 - 05/01/2023 22:00","Italy (IT)","29900.00","29993.00"
"05/01/2023 22:00 - 05/01/2023 23:00","Italy (IT)","27137.00","27239.00"
"05/01/2023 23:00 - 06/01/2023 00:00","Italy (IT)","24725.00","24717.00"
"06/01/2023 00:00 - 06/01/2023 01:00","Italy (IT)","22405.00","22528.00"
"06/01/2023 01:00 - 06/01/2023 02:00","Italy (IT)","20863.00","20889.00"
"06/01/2023 02:00 - 06/01/2023 03:00","Italy (IT)","19918.00","20014.00"
"06/01/2023 03:00 - 06/01/2023 04:00","Italy (IT)","19469.00","19324.00"
"06/01/2023 04:00 - 06/01/2023 05:00","Italy (IT)","19480.00","19382.00"
"06/01/2023 05:00 - 06/01/2023 06:00","Italy (IT)","20026.00","20139.00"
"06/01/2023 06:00 - 06/01/2023 07:00","Italy (IT)","21520.00","21516.00"
"06/01/2023 07:00 - 06/01/2023 08:00","Italy (IT)","22833.00","22835.00"
"06/01/2023 08:00 - 06/01/2023 09:00","Italy (IT)","24086.00","23872.00"
"06/01/2023 09:00 - 06/01/2023 10:00","Italy (IT)","25583.00","25572.00"
"06/01/2023 10:00 - 06/01/2023 11:00","Italy (IT)","26114.00","26135.00"
"06/01/2023 11:00 - 06/01/2023 12:00","Italy (IT)","26746.00","26189.00"
"06/01/2023 12:00 - 06/01/2023 13:00","Italy (IT)","26762.00","25890.00"
"06/01/2023 13:00 - 06/01/2023 14:00","Italy (IT)","25517.00","24469.00"
"06/01/2023 14:00 - 06/01/2023 15:00","Italy (IT)","25172.00","23915.00"
"06/01/2023 15:00 - 06/01/2023 16:00","Italy (IT)","25641.00","24317.00"
"06/01/2023 16:00 - 06/01/2023 17:00","Italy (IT)","26319.00","24861.00"
"06/01/2023 17:00 - 06/01/2023 18:00","Italy (IT)","28668.00","27357.00"
"06/01/2023 18:00 - 06/01/2023 19:00","Italy (IT)","29660.00","29087.00"
"06/01/2023 19:00 - 06/01/2023 20:00","Italy (IT)","30195.00","29838.00"
"06/01/2023 20:00 - 06/01/2023 21:00","Italy (IT)","29109.00","29309.00"
"06/01/2023 21:00 - 06/01/2023 22:00","Italy (IT)","27529.00","27559.00"
"06/01/2023 22:00 - 06/01/2023 23:00","Italy (IT)","25483.00","25548.00"
"06/01/2023 23:00 - 07/01/2023 00:00","Italy (IT)","23325.00","23508.00"
"07/01/2023 00:00 - 07/01/2023 01:00","Italy (IT)","21268.00","21479.00"
"07/01/2023 01:00 - 07/01/2023 02:00","Italy (IT)","19724.00","20032.00"
"07/01/2023 02:00 - 07/01/2023 03:00","Italy (IT)","18772.00","19013.00"
"07/01/2023 03:00 - 07/01/2023 04:00","Italy (IT)","18221.00","18690.00"
"07/01/2023 04:00 - 07/01/2023 05:00","Italy (IT)","18393.00","19083.00"
"07/01/2023 05:00 - 07/01/2023 06:00","Italy (IT)","19440.00","20197.00"
"07/01/2023 06:00 - 07/01/2023 07:00","Italy (IT)","21720.00","22488.00"
"07/01/2023 07:00 - 07/01/2023 08:00","Italy (IT)","23658.00","24600.00"
"07/01/2023 08:00 - 07/01/2023 09:00","Italy (IT)","25787.00","26533.00"
"07/01/2023 09:00 - 07/01/2023 10:00","Italy (IT)","27523.00","27952.00"
"07/01/2023 10:00 - 07/01/2023 11:00","Italy (IT)","27656.00","27880.00"
"07/01/2023 11:00 - 07/01/2023 12:00","Italy (IT)","27531.00","27846.00"
"07/01/2023 12:00 - 07/01/2023 13:00","Italy (IT)","27443.00","27637.00"
"07/01/2023 13:00 - 07/01/2023 14:00","Italy (IT)","27022.00","27403.00"
"07/01/2023 14:00 - 07/01/2023 15:00","Italy (IT)","27081.00","27501.00"
"07/01/2023 15:00 - 07/01/2023 16:00","Italy (IT)","27371.00","27866.00"
"07/01/2023 16:00 - 07/01/2023 17:00","Italy (IT)","28241.00","28525.00"
"07/01/2023 17:00 - 07/01/2023 18:00","Italy (IT)","30875.00","31388.00"
"07/01/2023 18:00 - 07/01/2023 19:00","Italy (IT)","31855.00","32373.00"
"07/01/2023 19:00 - 07/01/2023 20:00","Italy (IT)","32151.00","32453.00"
"07/01/2023 20:00 - 07/01/2023 21:00","Italy (IT)","30347.00","31060.00"
"07/01/2023 21:00 - 07/01/2023 22:00","Italy (IT)","27867.00","28746.00"
"07/01/2023 22:00 - 07/01/2023 23:00","Italy (IT)","25608.00","26573.00"
"07/01/2023 23:00 - 08/01/2023 00:00","Italy (IT)","23509.00","24268.00"
"08/01/2023 00:00 - 08/01/2023 01:00","Italy (IT)","21680.00","22221.00"
"08/01/2023 01:00 - 08/01/2023 02:00","Italy (IT)","19979.00","19925.00"
"08/01/2023 02:00 - 08/01/2023 03:00","Italy (IT)","18931.00","18996.00"
"08/01/2023 03:00 - 08/01/2023 04:00","Italy (IT)","18462.00","18455.00"
"08/01/2023 04:00 - 08/01/2023 05:00","Italy (IT)","18359.00","18446.00"
"08/01/2023 05:00 - 08/01/2023 06:00","Italy (IT)","18876.00","19085.00"
"08/01/2023 06:00 - 08/01/2023 07:00","Italy (IT)","20304.00","20444.00"
"08/01/2023 07:00 - 08/01/2023 08:00","Italy (IT)","21466.00","21357.00"
"08/01/2023 08:00 - 08/01/2023 09:00","Italy (IT)","23069.00","23026.00"
"08/01/2023 09:00 - 08/01/2023 10:00","Italy (IT)","25537.00","24887.00"
"08/01/2023 10:00 - 08/01/2023 11:00","Italy (IT)","26646.00","25712.00"
"08/01/2023 11:00 - 08/01/2023 12:00","Italy (IT)","27229.00","26171.00"
"08/01/2023 12:00 - 08/01/2023 13:00","Italy (IT)","27640.00","26853.00"
"08/01/2023 13:00 - 08/01/2023 14:00","Italy (IT)","26834.00","25863.00"
"08/01/2023 14:00 - 08/01/2023 15:00","Italy (IT)","26526.00","26081.00"
"08/01/2023 15:00 - 08/01/2023 16:00","Italy (IT)","26365.00","25980.00"
"08/01/2023 16:00 - 08/01/2023 17:00","Italy (IT)","26877.00","26349.00"
"08/01/2023 17:00 - 08/01/2023 18:00","Italy (IT)","28989.00","28933.00"
"08/01/2023 18:00 - 08/01/2023 19:00","Italy (IT)","30131.00","30173.00"
"08/01/2023 19:00 - 08/01/2023 20:00","Italy (IT)","30810.00","30784.00"
"08/01/2023 20:00 - 08/01/2023 21:00","Italy (IT)","29865.00","29920.00"
"08/01/2023 21:00 - 08/01/2023 22:00","Italy (IT)","28207.00","28343.00"
"08/01/2023 22:00 - 08/01/2023 23:00","Italy (IT)","25839.00","25963.00"
"08/01/2023 23:00 - 09/01/2023 00:00","Italy (IT)","23437.00","23337.00"
"09/01/2023 00:00 - 09/01/2023 01:00","Italy (IT)","21309.00","21199.00"
"09/01/2023 01:00 - 09/01/2023 02:00","Italy (IT)","20020.00","19906.00"
"09/01/2023 02:00 - 09/01/2023 03:00","Italy (IT)","19498.00","19341.00"
"09/01/2023 03:00 - 09/01/2023 04:00","Italy (IT)","19353.00","19054.00"
"09/01/2023 04:00 - 09/01/2023 05:00","Italy (IT)","19931.00","19401.00"
"09/01/2023 05:00 - 09/01/2023 06:00","Italy (IT)","22393.00","21369.00"
"09/01/2023 06:00 - 09/01/2023 07:00","Italy (IT)","28210.00","26719.00"
"09/01/2023 07:00 - 09/01/2023 08:00","Italy (IT)","34379.00","33099.00"
"09/01/2023 08:00 - 09/01/2023 09:00","Italy (IT)","38623.00","37976.00"
"09/01/2023 09:00 - 09/01/2023 10:00","Italy (IT)","40508.00","40258.00"
"09/01/2023 10:00 - 09/01/2023 11:00","Italy (IT)","40451.00","40334.00"
"09/01/2023 11:00 - 09/01/2023 12:00","Italy (IT)","40038.00","40015.00"
"09/01/2023 12:00 - 09/01/2023 13:00","Italy (IT)","38940.00","38661.00"
"09/01/2023 13:00 - 09/01/2023 14:00","Italy (IT)","38580.00","39005.00"
"09/01/2023 14:00 - 09/01/2023 15:00","Italy (IT)","38899.00","39550.00"
"09/01/2023 15:00 - 09/01/2023 16:00","Italy (IT)","39389.00","39890.00"
"09/01/2023 16:00 - 09/01/2023 17:00","Italy (IT)","39782.00","40919.00"
"09/01/2023 17:00 - 09/01/2023 18:00","Italy (IT)","40794.00","41711.00"
"09/01/2023 18:00 - 09/01/2023 19:00","Italy (IT)","40089.00","41592.00"
"09/01/2023 19:00 - 09/01/2023 20:00","Italy (IT)","39502.00","40545.00"
"09/01/2023 20:00 - 09/01/2023 21:00","Italy (IT)","37697.00","37734.00"
"09/01/2023 21:00 - 09/01/2023 22:00","Italy (IT)","34591.00","34391.00"
"09/01/2023 22:00 - 09/01/2023 23:00","Italy (IT)","30969.00","30430.00"
"09/01/2023 23:00 - 10/01/2023 00:00","Italy (IT)","27978.00","27507.00"
"10/01/2023 00:00 - 10/01/2023 01:00","Italy (IT)","25325.00","25966.00"
"10/01/2023 01:00 - 10/01/2023 02:00","Italy (IT)","23917.00","24369.00"
"10/01/2023 02:00 - 10/01/2023 03:00","Italy (IT)","23198.00","23567.00"
"10/01/2023 03:00 - 10/01/2023 04:00","Italy (IT)","23109.00","23287.00"
"10/01/2023 04:00 - 10/01/2023 05:00","Italy (IT)","23458.00","23558.00"
"10/01/2023 05:00 - 10/01/2023 06:00","Italy (IT)","25155.00","25441.00"
"10/01/2023 06:00 - 10/01/2023 07:00","Italy (IT)","30699.00","30599.00"
"10/01/2023 07:00 - 10/01/2023 08:00","Italy (IT)","37051.00","36560.00"
"10/01/2023 08:00 - 10/01/2023 09:00","Italy (IT)","40964.00","40941.00"
"10/01/2023 09:00 - 10/01/2023 10:00","Italy (IT)","42015.00","42271.00"
"10/01/2023 10:00 - 10/01/2023 11:00","Italy (IT)","41255.00","41832.00"
"10/01/2023 11:00 - 10/01/2023 12:00","Italy (IT)","40442.00","41153.00"
"10/01/2023 12:00 - 10/01/2023 13:00","Italy (IT)","37987.00","39363.00"
"10/01/2023 13:00 - 10/01/2023 14:00","Italy (IT)","37490.00","38569.00"
"10/01/2023 14:00 - 10/01/2023 15:00","Italy (IT)","38068.00","39510.00"
"10/01/2023 15:00 - 10/01/2023 16:00","Italy (IT)","38714.00","40366.00"
"10/01/2023 16:00 - 10/01/2023 17:00","Italy (IT)","39490.00","40877.00"
"10/01/2023 17:00 - 10/01/2023 18:00","Italy (IT)","41337.00","42455.00"
"10/01/2023 18:00 - 10/01/2023 19:00","Italy (IT)","41071.00","41968.00"
"10/01/2023 19:00 - 10/01/2023 20:00","Italy (IT)","40763.00","41186.00"
"10/01/2023 20:00 - 10/01/2023 21:00","Italy (IT)","38659.00","38963.00"
"10/01/2023 21:00 - 10/01/2023 22:00","Italy (IT)","35606.00","36395.00"
"10/01/2023 22:00 - 10/01/2023 23:00","Italy (IT)","31867.00","32712.00"
"10/01/2023 23:00 - 11/01/2023 00:00","Italy (IT)","28756.00","29470.00"
"11/01/2023 00:00 - 11/01/2023 01:00","Italy (IT)","26136.00","26297.00"
"11/01/2023 01:00 - 11/01/2023 02:00","Italy (IT)","24677.00","24714.00"
"11/01/2023 02:00 - 11/01/2023 03:00","Italy (IT)","23992.00","23912.00"
"11/01/2023 03:00 - 11/01/2023 04:00","Italy (IT)","23722.00","23773.00"
"11/01/2023 04:00 - 11/01/2023 05:00","Italy (IT)","24146.00","24017.00"
"11/01/2023 05:00 - 11/01/2023 06:00","Italy (IT)","25792.00","25596.00"
"11/01/2023 06:00 - 11/01/2023 07:00","Italy (IT)","31206.00","31085.00"
"11/01/2023 07:00 - 11/01/2023 08:00","Italy (IT)","37517.00","37238.00"
"11/01/2023 08:00 - 11/01/2023 09:00","Italy (IT)","41720.00","41153.00"
"11/01/2023 09:00 - 11/01/2023 10:00","Italy (IT)","42627.00","42093.00"
"11/01/2023 10:00 - 11/01/2023 11:00","Italy (IT)","41398.00","41082.00"
"11/01/2023 11:00 - 11/01/2023 12:00","Italy (IT)","40457.00","40153.00"
"11/01/2023 12:00 - 11/01/2023 13:00","Italy (IT)","38137.00","38398.00"
"11/01/2023 13:00 - 11/01/2023 14:00","Italy (IT)","38215.00","37725.00"
"11/01/2023 14:00 - 11/01/2023 15:00","Italy (IT)","39178.00","38597.00"
"11/01/2023 15:00 - 11/01/2023 16:00","Italy (IT)","39952.00","39350.00"
"11/01/2023 16:00 - 11/01/2023 17:00","Italy (IT)","40709.00","39881.00"
"11/01/2023 17:00 - 11/01/2023 18:00","Italy (IT)","42081.00","41820.00"
"11/01/2023 18:00 - 11/01/2023 19:00","Italy (IT)","41456.00","41742.00"
"11/01/2023 19:00 - 11/01/2023 20:00","Italy (IT)","40696.00","41142.00"
"11/01/2023 20:00 - 11/01/2023 21:00","Italy (IT)","38454.00","39386.00"
"11/01/2023 21:00 - 11/01/2023 22:00","Italy (IT)","35497.00","36355.00"
"11/01/2023 22:00 - 11/01/2023 23:00","Italy (IT)","31932.00","32464.00"
"11/01/2023 23:00 - 12/01/2023 00:00","Italy (IT)","28785.00","29282.00"
"12/01/2023 00:00 - 12/01/2023 01:00","Italy (IT)","26437.00","26983.00"
"12/01/2023 01:00 - 12/01/2023 02:00","Italy (IT)","25000.00","25384.00"
"12/01/2023 02:00 - 12/01/2023 03:00","Italy (IT)","24079.00","24697.00"
"12/01/2023 03:00 - 12/01/2023 04:00","Italy (IT)","23980.00","24359.00"
"12/01/2023 04:00 - 12/01/2023 05:00","Italy (IT)","24217.00","24487.00"
"12/01/2023 05:00 - 12/01/2023 06:00","Italy (IT)","25995.00","25984.00"
"12/01/2023 06:00 - 12/01/2023 07:00","Italy (IT)","31503.00","31351.00"
"12/01/2023 07:00 - 12/01/2023 08:00","Italy (IT)","37865.00","37809.00"
"12/01/2023 08:00 - 12/01/2023 09:00","Italy (IT)","41860.00","41907.00"
"12/01/2023 09:00 - 12/01/2023 10:00","Italy (IT)","43320.00","42987.00"
"12/01/2023 10:00 - 12/01/2023 11:00","Italy (IT)","42799.00","42188.00"
"12/01/2023 11:00 - 12/01/2023 12:00","Italy (IT)","41890.00","41640.00"
"12/01/2023 12:00 - 12/01/2023 13:00","Italy (IT)","39841.00","38665.00"
"12/01/2023 13:00 - 12/01/2023 14:00","Italy (IT)","39089.00","38664.00"
"12/01/2023 14:00 - 12/01/2023 15:00","Italy (IT)","39770.00","39486.00"
"12/01/2023 15:00 - 12/01/2023 16:00","Italy (IT)","40309.00","40357.00"
"12/01/2023 16:00 - 12/01/2023 17:00","Italy (IT)","40961.00","41065.00"
"12/01/2023 17:00 - 12/01/2023 18:00","Italy (IT)","42304.00","42502.00"
"12/01/2023 18:00 - 12/01/2023 19:00","Italy (IT)","42086.00","42068.00"
"12/01/2023 19:00 - 12/01/2023 20:00","Italy (IT)","41582.00","41486.00"
"12/01/2023 20:00 - 12/01/2023 21:00","Italy (IT)","39321.00","39902.00"
"12/01/2023 21:00 - 12/01/2023 22:00","Italy (IT)","36149.00","36928.00"
"12/01/2023 22:00 - 12/01/2023 23:00","Italy (IT)","32487.00","33158.00"
"12/01/2023 23:00 - 13/01/2023 00:00","Italy (IT)","29105.00","29819.00"
"13/01/2023 00:00 - 13/01/2023 01:00","Italy (IT)","26352.00","26949.00"
"13/01/2023 01:00 - 13/01/2023 02:00","Italy (IT)","24695.00","25557.00"
"13/01/2023 02:00 - 13/01/2023 03:00","Italy (IT)","24133.00","24656.00"
"13/01/2023 03:00 - 13/01/2023 04:00","Italy (IT)","23985.00","24511.00"
"13/01/2023 04:00 - 13/01/2023 05:00","Italy (IT)","24406.00","24418.00"
"13/01/2023 05:00 - 13/01/2023 06:00","Italy (IT)","26205.00","26305.00"
"13/01/2023 06:00 - 13/01/2023 07:00","Italy (IT)","31820.00","31632.00"
"13/01/2023 07:00 - 13/01/2023 08:00","Italy (IT)","38231.00","37689.00"
"13/01/2023 08:00 - 13/01/2023 09:00","Italy (IT)","42317.00","41680.00"
"13/01/2023 09:00 - 13/01/2023 10:00","Italy (IT)","43727.00","43280.00"
"13/01/2023 10:00 - 13/01/2023 11:00","Italy (IT)","42597.00","43324.00"
"13/01/2023 11:00 - 13/01/2023 12:00","Italy (IT)","42232.00","42882.00"
"13/01/2023 12:00 - 13/01/2023 13:00","Italy (IT)","39826.00","40285.00"
"13/01/2023 13:00 - 13/01/2023 14:00","Italy (IT)","39173.00","39297.00"
"13/01/2023 14:00 - 13/01/2023 15:00","Italy (IT)","40014.00","40045.00"
"13/01/2023 15:00 - 13/01/2023 16:00","Italy (IT)","40415.00","40165.00"
"13/01/2023 16:00 - 13/01/2023 17:00","Italy (IT)","40852.00","40851.00"
"13/01/2023 17:00 - 13/01/2023 18:00","Italy (IT)","42071.00","42305.00"
"13/01/2023 18:00 - 13/01/2023 19:00","Italy (IT)","41928.00","42494.00"
"13/01/2023 19:00 - 13/01/2023 20:00","Italy (IT)","41311.00","41719.00"
"13/01/2023 20:00 - 13/01/2023 21:00","Italy (IT)","38666.00","38997.00"
"13/01/2023 21:00 - 13/01/2023 22:00","Italy (IT)","35445.00","35806.00"
"13/01/2023 22:00 - 13/01/2023 23:00","Italy (IT)","32094.00","32215.00"
"13/01/2023 23:00 - 14/01/2023 00:00","Italy (IT)","29167.00","29199.00"
"14/01/2023 00:00 - 14/01/2023 01:00","Italy (IT)","26573.00","26407.00"
"14/01/2023 01:00 - 14/01/2023 02:00","Italy (IT)","24752.00","24676.00"
"14/01/2023 02:00 - 14/01/2023 03:00","Italy (IT)","23835.00","23898.00"
