"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"02/01/2022 12:00 - 02/01/2022 13:00","Italy (IT)","26123.00","25593.00"
"02/01/2022 13:00 - 02/01/2022 14:00","Italy (IT)","25308.00","25010.00"
"02/01/2022 14:00 - 02/01/2022 15:00","Italy (IT)","24751.00","25101.00"
"02/01/2022 15:00 - 02/01/2022 16:00","Italy (IT)","24918.00","25248.00"
"02/01/2022 16:00 - 02/01/2022 17:00","Italy (IT)","26049.00","25765.00"
"02/01/2022 17:00 - 02/01/2022 18:00","Italy (IT)","28970.00","27892.00"
"02/01/2022 18:00 - 02/01/2022 19:00","Italy (IT)","30088.00","29335.00"
"02/01/2022 19:00 - 02/01/2022 20:00","Italy (IT)","30781.00","30163.00"
"02/01/2022 20:00 - 02/01/2022 21:00","Italy (IT)","29662.00","30371.00"
"02/01/2022 21:00 - 02/01/2022 22:00","Italy (IT)","27563.00","29108.00"
"02/01/2022 22:00 - 02/01/2022 23:00","Italy (IT)","25326.00","27009.00"
"02/01/2022 23:00 - 03/01/2022 00:00","Italy (IT)","22897.00","24300.00"
"03/01/2022 00:00 - 03/01/2022 01:00","Italy (IT)","20859.00","20212.00"
"03/01/2022 01:00 - 03/01/2022 02:00","Italy (IT)","19413.00","18991.00"
"03/01/2022 02:00 - 03/01/2022 03:00","Italy (IT)","18841.00","18403.00"
"03/01/2022 03:00 - 03/01/2022 04:00","Italy (IT)","18543.00","18222.00"
"03/01/2022 04:00 - 03/01/2022 05:00","Italy (IT)","19052.00","19476.00"
"03/01/2022 05:00 - 03/01/2022 06:00","Italy (IT)","20705.00","20921.00"
"03/01/2022 06:00 - 03/01/2022 07:00","Italy (IT)","24670.00","24698.00"
"03/01/2022 07:00 - 03/01/2022 08:00","Italy (IT)","28930.00","28976.00"
"03/01/2022 08:00 - 03/01/2022 09:00","Italy (IT)","32665.00","32551.00"
"03/01/2022 09:00 - 03/01/2022 10:00","Italy (IT)","35378.00","34902.00"
"03/01/2022 10:00 - 03/01/2022 11:00","Italy (IT)","35696.00","34969.00"
"03/01/2022 11:00 - 03/01/2022 12:00","Italy (IT)","35706.00","34463.00"
"03/01/2022 12:00 - 03/01/2022 13:00","Italy (IT)","34695.00","33550.00"
"03/01/2022 13:00 - 03/01/2022 14:00","Italy (IT)","34343.00","33124.00"
"03/01/2022 14:00 - 03/01/2022 15:00","Italy (IT)","34803.00","33713.00"
"03/01/2022 15:00 - 03/01/2022 16:00","Italy (IT)","35188.00","34177.00"
"03/01/2022 16:00 - 03/01/2022 17:00","Italy (IT)","36242.00","34296.00"
"03/01/2022 17:00 - 03/01/2022 18:00","Italy (IT)","38273.00","36702.00"
"03/01/2022 18:00 - 03/01/2022 19:00","Italy (IT)","38007.00","37323.00"
"03/01/2022 19:00 - 03/01/2022 20:00","Italy (IT)","37629.00","37228.00"
"03/01/2022 20:00 - 03/01/2022 21:00","Italy (IT)","35243.00","35482.00"
"03/01/2022 21:00 - 03/01/2022 22:00","Italy (IT)","32509.00","32640.00"
"03/01/2022 22:00 - 03/01/2022 23:00","Italy (IT)","29132.00","29364.00"
"03/01/2022 23:00 - 04/01/2022 00:00","Italy (IT)","26221.00","26253.00"
"04/01/2022 00:00 - 04/01/2022 01:00","Italy (IT)","23813.00","23839.00"
"04/01/2022 01:00 - 04/01/2022 02:00","Italy (IT)","22311.00","22258.00"
"04/01/2022 02:00 - 04/01/2022 03:00","Italy (IT)","21366.00","21418.00"
"04/01/2022 03:00 - 04/01/2022 04:00","Italy (IT)","21079.00","21084.00"
"04/01/2022 04:00 - 04/01/2022 05:00","Italy (IT)","21376.00","21223.00"
"04/01/2022 05:00 - 04/01/2022 06:00","Italy (IT)","22797.00","22500.00"
"04/01/2022 06:00 - 04/01/2022 07:00","Italy (IT)","26625.00","25772.00"
"04/01/2022 07:00 - 04/01/2022 08:00","Italy (IT)","30832.00","30265.00"
"04/01/2022 08:00 - 04/01/2022 09:00","Italy (IT)","34806.00","34108.00"
"04/01/2022 09:00 - 04/01/2022 10:00","Italy (IT)","36950.00","36841.00"
"04/01/2022 10:00 - 04/01/2022 11:00","Italy (IT)","37370.00","36858.00"
"04/01/2022 11:00 - 04/01/2022 12:00","Italy (IT)","37404.00","36583.00"
"04/01/2022 12:00 - 04/01/2022 13:00","Italy (IT)","36515.00","35319.00"
"04/01/2022 13:00 - 04/01/2022 14:00","Italy (IT)","35879.00","34515.00"
"04/01/2022 14:00 - 04/01/2022 15:00","Italy (IT)","36285.00","35269.00"
"04/01/2022 15:00 - 04/01/2022 16:00","Italy (IT)","36395.00","35768.00"
"04/01/2022 16:00 - 04/01/2022 17:00","Italy (IT)","37175.00","36610.00"
"04/01/2022 17:00 - 04/01/2022 18:00","Italy (IT)","38809.00","38590.00"
"04/01/2022 18:00 - 04/01/2022 19:00","Italy (IT)","38606.00","38841.00"
"04/01/2022 19:00 - 04/01/2022 20:00","Italy (IT)","38158.00","38667.00"
"04/01/2022 20:00 - 04/01/2022 21:00","Italy (IT)","35807.00","36246.00"
"04/01/2022 21:00 - 04/01/2022 22:00","Italy (IT)","33021.00","33327.00"
"04/01/2022 22:00 - 04/01/2022 23:00","Italy (IT)","29495.00","29554.00"
"04/01/2022 23:00 - 05/01/2022 00:00","Italy (IT)","26393.00","25600.00"
"05/01/2022 00:00 - 05/01/2022 01:00","Italy (IT)","23875.00","24386.00"
"05/01/2022 01:00 - 05/01/2022 02:00","Italy (IT)","22316.00","22983.00"
"05/01/2022 02:00 - 05/01/2022 03:00","Italy (IT)","21457.00","22011.00"
"05/01/2022 03:00 - 05/01/2022 04:00","Italy (IT)","21328.00","21496.00"
"05/01/2022 04:00 - 05/01/2022 05:00","Italy (IT)","21548.00","21669.00"
"05/01/2022 05:00 - 05/01/2022 06:00","Italy (IT)","23074.00","22954.00"
"05/01/2022 06:00 - 05/01/2022 07:00","Italy (IT)","26683.00","26456.00"
"05/01/2022 07:00 - 05/01/2022 08:00","Italy (IT)","30651.00","30442.00"
"05/01/2022 08:00 - 05/01/2022 09:00","Italy (IT)","34278.00","34453.00"
"05/01/2022 09:00 - 05/01/2022 10:00","Italy (IT)","36402.00","36619.00"
"05/01/2022 10:00 - 05/01/2022 11:00","Italy (IT)","36448.00","37362.00"
"05/01/2022 11:00 - 05/01/2022 12:00","Italy (IT)","36161.00","37406.00"
"05/01/2022 12:00 - 05/01/2022 13:00","Italy (IT)","35419.00","36351.00"
"05/01/2022 13:00 - 05/01/2022 14:00","Italy (IT)","34559.00","35638.00"
"05/01/2022 14:00 - 05/01/2022 15:00","Italy (IT)","35010.00","36090.00"
"05/01/2022 15:00 - 05/01/2022 16:00","Italy (IT)","35036.00","36234.00"
"05/01/2022 16:00 - 05/01/2022 17:00","Italy (IT)","36026.00","36484.00"
"05/01/2022 17:00 - 05/01/2022 18:00","Italy (IT)","37864.00","38060.00"
"05/01/2022 18:00 - 05/01/2022 19:00","Italy (IT)","38054.00","38274.00"
"05/01/2022 19:00 - 05/01/2022 20:00","Italy (IT)","37569.00","37925.00"
"05/01/2022 20:00 - 05/01/2022 21:00","Italy (IT)","35162.00","35942.00"
"05/01/2022 21:00 - 05/01/2022 22:00","Italy (IT)","32140.00","32793.00"
"05/01/2022 22:00 - 05/01/2022 23:00","Italy (IT)","28971.00","29705.00"
"05/01/2022 23:00 - 06/01/2022 00:00","Italy (IT)","26109.00","26572.00"
"06/01/2022 00:00 - 06/01/2022 01:00","Italy (IT)","23797.00","23644.00"
"06/01/2022 01:00 - 06/01/2022 02:00","Italy (IT)","22257.00","22039.00"
"06/01/2022 02:00 - 06/01/2022 03:00","Italy (IT)","21403.00","21042.00"
"06/01/2022 03:00 - 06/01/2022 04:00","Italy (IT)","20860.00","20678.00"
"06/01/2022 04:00 - 06/01/2022 05:00","Italy (IT)","20830.00","20549.00"
"06/01/2022 05:00 - 06/01/2022 06:00","Italy (IT)","21359.00","20924.00"
"06/01/2022 06:00 - 06/01/2022 07:00","Italy (IT)","22470.00","22054.00"
"06/01/2022 07:00 - 06/01/2022 08:00","Italy (IT)","24291.00","22930.00"
"06/01/2022 08:00 - 06/01/2022 09:00","Italy (IT)","25936.00","24214.00"
"06/01/2022 09:00 - 06/01/2022 10:00","Italy (IT)","27884.00","26189.00"
"06/01/2022 10:00 - 06/01/2022 11:00","Italy (IT)","29106.00","27523.00"
"06/01/2022 11:00 - 06/01/2022 12:00","Italy (IT)","29169.00","28218.00"
"06/01/2022 12:00 - 06/01/2022 13:00","Italy (IT)","29057.00","28678.00"
"06/01/2022 13:00 - 06/01/2022 14:00","Italy (IT)","27238.00","27299.00"
"06/01/2022 14:00 - 06/01/2022 15:00","Italy (IT)","26974.00","26831.00"
"06/01/2022 15:00 - 06/01/2022 16:00","Italy (IT)","27105.00","26702.00"
"06/01/2022 16:00 - 06/01/2022 17:00","Italy (IT)","27979.00","26997.00"
"06/01/2022 17:00 - 06/01/2022 18:00","Italy (IT)","31157.00","28978.00"
"06/01/2022 18:00 - 06/01/2022 19:00","Italy (IT)","32505.00","30273.00"
"06/01/2022 19:00 - 06/01/2022 20:00","Italy (IT)","32972.00","31215.00"
"06/01/2022 20:00 - 06/01/2022 21:00","Italy (IT)","31777.00","30803.00"
"06/01/2022 21:00 - 06/01/2022 22:00","Italy (IT)","29627.00","29447.00"
"06/01/2022 22:00 - 06/01/2022 23:00","Italy (IT)","27348.00","27358.00"
"06/01/2022 23:00 - 07/01/2022 00:00","Italy (IT)","24725.00","24920.00"
"07/01/2022 00:00 - 07/01/2022 01:00","Italy (IT)","22992.00","22541.00"
"07/01/2022 01:00 - 07/01/2022 02:00","Italy (IT)","21386.00","21017.00"
"07/01/2022 02:00 - 07/01/2022 03:00","Italy (IT)","20609.00","20041.00"
"07/01/2022 03:00 - 07/01/2022 04:00","Italy (IT)","20460.00","19619.00"
"07/01/2022 04:00 - 07/01/2022 05:00","Italy (IT)","20816.00","19860.00"
"07/01/2022 05:00 - 07/01/2022 06:00","Italy (IT)","22275.00","21092.00"
"07/01/2022 06:00 - 07/01/2022 07:00","Italy (IT)","26081.00","24542.00"
"07/01/2022 07:00 - 07/01/2022 08:00","Italy (IT)","29831.00","29119.00"
"07/01/2022 08:00 - 07/01/2022 09:00","Italy (IT)","32797.00","32526.00"
"07/01/2022 09:00 - 07/01/2022 10:00","Italy (IT)","34710.00","34270.00"
"07/01/2022 10:00 - 07/01/2022 11:00","Italy (IT)","35433.00","34887.00"
"07/01/2022 11:00 - 07/01/2022 12:00","Italy (IT)","34919.00","35121.00"
"07/01/2022 12:00 - 07/01/2022 13:00","Italy (IT)","34330.00","34782.00"
"07/01/2022 13:00 - 07/01/2022 14:00","Italy (IT)","33466.00","34227.00"
"07/01/2022 14:00 - 07/01/2022 15:00","Italy (IT)","33507.00","34123.00"
"07/01/2022 15:00 - 07/01/2022 16:00","Italy (IT)","33812.00","34263.00"
"07/01/2022 16:00 - 07/01/2022 17:00","Italy (IT)","35054.00","34925.00"
"07/01/2022 17:00 - 07/01/2022 18:00","Italy (IT)","38172.00","36507.00"
"07/01/2022 18:00 - 07/01/2022 19:00","Italy (IT)","38629.00","37174.00"
"07/01/2022 19:00 - 07/01/2022 20:00","Italy (IT)","38417.00","37147.00"
"07/01/2022 20:00 - 07/01/2022 21:00","Italy (IT)","36227.00","35307.00"
"07/01/2022 21:00 - 07/01/2022 22:00","Italy (IT)","33343.00","32893.00"
"07/01/2022 22:00 - 07/01/2022 23:00","Italy (IT)","30090.00","29639.00"
"07/01/2022 23:00 - 08/01/2022 00:00","Italy (IT)","27169.00","26647.00"
"08/01/2022 00:00 - 08/01/2022 01:00","Italy (IT)","24784.00","24645.00"
"08/01/2022 01:00 - 08/01/2022 02:00","Italy (IT)","23317.00","23127.00"
"08/01/2022 02:00 - 08/01/2022 03:00","Italy (IT)","22441.00","22250.00"
"08/01/2022 03:00 - 08/01/2022 04:00","Italy (IT)","22024.00","21923.00"
"08/01/2022 04:00 - 08/01/2022 05:00","Italy (IT)","22037.00","22006.00"
"08/01/2022 05:00 - 08/01/2022 06:00","Italy (IT)","22884.00","22818.00"
"08/01/2022 06:00 - 08/01/2022 07:00","Italy (IT)","25201.00","25252.00"
"08/01/2022 07:00 - 08/01/2022 08:00","Italy (IT)","27606.00","28100.00"
"08/01/2022 08:00 - 08/01/2022 09:00","Italy (IT)","29716.00","30429.00"
"08/01/2022 09:00 - 08/01/2022 10:00","Italy (IT)","31611.00","32512.00"
"08/01/2022 10:00 - 08/01/2022 11:00","Italy (IT)","32033.00","33589.00"
"08/01/2022 11:00 - 08/01/2022 12:00","Italy (IT)","31403.00","32965.00"
"08/01/2022 12:00 - 08/01/2022 13:00","Italy (IT)","30581.00","31955.00"
"08/01/2022 13:00 - 08/01/2022 14:00","Italy (IT)","29560.00","30554.00"
"08/01/2022 14:00 - 08/01/2022 15:00","Italy (IT)","29300.00","30023.00"
"08/01/2022 15:00 - 08/01/2022 16:00","Italy (IT)","29757.00","30176.00"
"08/01/2022 16:00 - 08/01/2022 17:00","Italy (IT)","31078.00","30963.00"
"08/01/2022 17:00 - 08/01/2022 18:00","Italy (IT)","34594.00","33944.00"
"08/01/2022 18:00 - 08/01/2022 19:00","Italy (IT)","36017.00","35879.00"
"08/01/2022 19:00 - 08/01/2022 20:00","Italy (IT)","36486.00","36496.00"
"08/01/2022 20:00 - 08/01/2022 21:00","Italy (IT)","34469.00","34296.00"
"08/01/2022 21:00 - 08/01/2022 22:00","Italy (IT)","31761.00","31219.00"
"08/01/2022 22:00 - 08/01/2022 23:00","Italy (IT)","29176.00","28427.00"
"08/01/2022 23:00 - 09/01/2022 00:00","Italy (IT)","26534.00","25720.00"
"09/01/2022 00:00 - 09/01/2022 01:00","Italy (IT)","24397.00","25184.00"
"09/01/2022 01:00 - 09/01/2022 02:00","Italy (IT)","22471.00","23324.00"
"09/01/2022 02:00 - 09/01/2022 03:00","Italy (IT)","21364.00","22028.00"
"09/01/2022 03:00 - 09/01/2022 04:00","Italy (IT)","20827.00","21280.00"
"09/01/2022 04:00 - 09/01/2022 05:00","Italy (IT)","20920.00","20916.00"
"09/01/2022 05:00 - 09/01/2022 06:00","Italy (IT)","21428.00","21539.00"
"09/01/2022 06:00 - 09/01/2022 07:00","Italy (IT)","22836.00","22309.00"
"09/01/2022 07:00 - 09/01/2022 08:00","Italy (IT)","24309.00","22917.00"
"09/01/2022 08:00 - 09/01/2022 09:00","Italy (IT)","25699.00","24068.00"
"09/01/2022 09:00 - 09/01/2022 10:00","Italy (IT)","27828.00","25768.00"
"09/01/2022 10:00 - 09/01/2022 11:00","Italy (IT)","29848.00","26844.00"
"09/01/2022 11:00 - 09/01/2022 12:00","Italy (IT)","30967.00","27476.00"
"09/01/2022 12:00 - 09/01/2022 13:00","Italy (IT)","31067.00","28180.00"
"09/01/2022 13:00 - 09/01/2022 14:00","Italy (IT)","29777.00","27465.00"
"09/01/2022 14:00 - 09/01/2022 15:00","Italy (IT)","29246.00","26499.00"
"09/01/2022 15:00 - 09/01/2022 16:00","Italy (IT)","29206.00","26591.00"
"09/01/2022 16:00 - 09/01/2022 17:00","Italy (IT)","29949.00","26760.00"
"09/01/2022 17:00 - 09/01/2022 18:00","Italy (IT)","32839.00","29592.00"
"09/01/2022 18:00 - 09/01/2022 19:00","Italy (IT)","34144.00","31883.00"
"09/01/2022 19:00 - 09/01/2022 20:00","Italy (IT)","34934.00","33301.00"
"09/01/2022 20:00 - 09/01/2022 21:00","Italy (IT)","33638.00","32497.00"
"09/01/2022 21:00 - 09/01/2022 22:00","Italy (IT)","31415.00","30879.00"
"09/01/2022 22:00 - 09/01/2022 23:00","Italy (IT)","28706.00","28423.00"
"09/01/2022 23:00 - 10/01/2022 00:00","Italy (IT)","25750.00","25616.00"
"10/01/2022 00:00 - 10/01/2022 01:00","Italy (IT)","23368.00","24287.00"
"10/01/2022 01:00 - 10/01/2022 02:00","Italy (IT)","21998.00","23436.00"
"10/01/2022 02:00 - 10/01/2022 03:00","Italy (IT)","21420.00","22476.00"
"10/01/2022 03:00 - 10/01/2022 04:00","Italy (IT)","21319.00","22052.00"
"10/01/2022 04:00 - 10/01/2022 05:00","Italy (IT)","21908.00","22328.00"
"10/01/2022 05:00 - 10/01/2022 06:00","Italy (IT)","24281.00","23344.00"
"10/01/2022 06:00 - 10/01/2022 07:00","Italy (IT)","30474.00","28708.00"
"10/01/2022 07:00 - 10/01/2022 08:00","Italy (IT)","37249.00","36891.00"
"10/01/2022 08:00 - 10/01/2022 09:00","Italy (IT)","42412.00","42555.00"
"10/01/2022 09:00 - 10/01/2022 10:00","Italy (IT)","44946.00","44492.00"
"10/01/2022 10:00 - 10/01/2022 11:00","Italy (IT)","45117.00","44454.00"
"10/01/2022 11:00 - 10/01/2022 12:00","Italy (IT)","44791.00","44231.00"
"10/01/2022 12:00 - 10/01/2022 13:00","Italy (IT)","43029.00","41958.00"
"10/01/2022 13:00 - 10/01/2022 14:00","Italy (IT)","43396.00","41832.00"
"10/01/2022 14:00 - 10/01/2022 15:00","Italy (IT)","43917.00","43255.00"
"10/01/2022 15:00 - 10/01/2022 16:00","Italy (IT)","44337.00","43832.00"
"10/01/2022 16:00 - 10/01/2022 17:00","Italy (IT)","44729.00","44484.00"
"10/01/2022 17:00 - 10/01/2022 18:00","Italy (IT)","46287.00","45384.00"
"10/01/2022 18:00 - 10/01/2022 19:00","Italy (IT)","45510.00","45491.00"
"10/01/2022 19:00 - 10/01/2022 20:00","Italy (IT)","44555.00","43716.00"
"10/01/2022 20:00 - 10/01/2022 21:00","Italy (IT)","41932.00","41582.00"
"10/01/2022 21:00 - 10/01/2022 22:00","Italy (IT)","38615.00","38230.00"
"10/01/2022 22:00 - 10/01/2022 23:00","Italy (IT)","34607.00","34190.00"
"10/01/2022 23:00 - 11/01/2022 00:00","Italy (IT)","31242.00","30382.00"
"11/01/2022 00:00 - 11/01/2022 01:00","Italy (IT)","28557.00","28526.00"
"11/01/2022 01:00 - 11/01/2022 02:00","Italy (IT)","26981.00","26984.00"
"11/01/2022 02:00 - 11/01/2022 03:00","Italy (IT)","26138.00","25945.00"
"11/01/2022 03:00 - 11/01/2022 04:00","Italy (IT)","25862.00","25580.00"
"11/01/2022 04:00 - 11/01/2022 05:00","Italy (IT)","26254.00","25774.00"
"11/01/2022 05:00 - 11/01/2022 06:00","Italy (IT)","28108.00","27487.00"
"11/01/2022 06:00 - 11/01/2022 07:00","Italy (IT)","33411.00","32204.00"
"11/01/2022 07:00 - 11/01/2022 08:00","Italy (IT)","39735.00","38228.00"
"11/01/2022 08:00 - 11/01/2022 09:00","Italy (IT)","44754.00","43078.00"
"11/01/2022 09:00 - 11/01/2022 10:00","Italy (IT)","46355.00","45230.00"
"11/01/2022 10:00 - 11/01/2022 11:00","Italy (IT)","46236.00","45064.00"
"11/01/2022 11:00 - 11/01/2022 12:00","Italy (IT)","45782.00","45519.00"
"11/01/2022 12:00 - 11/01/2022 13:00","Italy (IT)","43535.00","43536.00"
"11/01/2022 13:00 - 11/01/2022 14:00","Italy (IT)","42748.00","42350.00"
"11/01/2022 14:00 - 11/01/2022 15:00","Italy (IT)","43332.00","43777.00"
"11/01/2022 15:00 - 11/01/2022 16:00","Italy (IT)","43646.00","44552.00"
"11/01/2022 16:00 - 11/01/2022 17:00","Italy (IT)","44625.00","45144.00"
"11/01/2022 17:00 - 11/01/2022 18:00","Italy (IT)","46385.00","46768.00"
"11/01/2022 18:00 - 11/01/2022 19:00","Italy (IT)","45827.00","46413.00"
"11/01/2022 19:00 - 11/01/2022 20:00","Italy (IT)","44911.00","45443.00"
"11/01/2022 20:00 - 11/01/2022 21:00","Italy (IT)","42122.00","42967.00"
"11/01/2022 21:00 - 11/01/2022 22:00","Italy (IT)","38957.00","39575.00"
"11/01/2022 22:00 - 11/01/2022 23:00","Italy (IT)","34949.00","35310.00"
"11/01/2022 23:00 - 12/01/2022 00:00","Italy (IT)","31522.00","31348.00"
"12/01/2022 00:00 - 12/01/2022 01:00","Italy (IT)","28689.00","29292.00"
"12/01/2022 01:00 - 12/01/2022 02:00","Italy (IT)","26931.00","27656.00"
"12/01/2022 02:00 - 12/01/2022 03:00","Italy (IT)","26123.00","26820.00"
"12/01/2022 03:00 - 12/01/2022 04:00","Italy (IT)","26030.00","26467.00"
"12/01/2022 04:00 - 12/01/2022 05:00","Italy (IT)","26615.00","26783.00"
"12/01/2022 05:00 - 12/01/2022 06:00","Italy (IT)","28547.00","28372.00"
"12/01/2022 06:00 - 12/01/2022 07:00","Italy (IT)","33981.00","33186.00"
"12/01/2022 07:00 - 12/01/2022 08:00","Italy (IT)","40543.00","39372.00"
"12/01/2022 08:00 - 12/01/2022 09:00","Italy (IT)","45140.00","44369.00"
"12/01/2022 09:00 - 12/01/2022 10:00","Italy (IT)","46679.00","46239.00"
"12/01/2022 10:00 - 12/01/2022 11:00","Italy (IT)","46549.00","46158.00"
"12/01/2022 11:00 - 12/01/2022 12:00","Italy (IT)","45910.00","45688.00"
"12/01/2022 12:00 - 12/01/2022 13:00","Italy (IT)","43685.00","44110.00"
"12/01/2022 13:00 - 12/01/2022 14:00","Italy (IT)","42908.00","43010.00"
"12/01/2022 14:00 - 12/01/2022 15:00","Italy (IT)","43617.00","43733.00"
"12/01/2022 15:00 - 12/01/2022 16:00","Italy (IT)","43996.00","44536.00"
"12/01/2022 16:00 - 12/01/2022 17:00","Italy (IT)","45006.00","45110.00"
"12/01/2022 17:00 - 12/01/2022 18:00","Italy (IT)","46763.00","46976.00"
"12/01/2022 18:00 - 12/01/2022 19:00","Italy (IT)","46340.00","46609.00"
"12/01/2022 19:00 - 12/01/2022 20:00","Italy (IT)","45320.00","45455.00"
"12/01/2022 20:00 - 12/01/2022 21:00","Italy (IT)","42738.00","43070.00"
"12/01/2022 21:00 - 12/01/2022 22:00","Italy (IT)","39326.00","39789.00"
"12/01/2022 22:00 - 12/01/2022 23:00","Italy (IT)","35244.00","35770.00"
"12/01/2022 23:00 - 13/01/2022 00:00","Italy (IT)","31962.00","31979.00"
"13/01/2022 00:00 - 13/01/2022 01:00","Italy (IT)","28947.00","29180.00"
"13/01/2022 01:00 - 13/01/2022 02:00","Italy (IT)","27204.00","27488.00"
"13/01/2022 02:00 - 13/01/2022 03:00","Italy (IT)","26310.00","26623.00"
"13/01/2022 03:00 - 13/01/2022 04:00","Italy (IT)","26214.00","26430.00"
"13/01/2022 04:00 - 13/01/2022 05:00","Italy (IT)","26475.00","26901.00"
"13/01/2022 05:00 - 13/01/2022 06:00","Italy (IT)","28366.00","28618.00"
"13/01/2022 06:00 - 13/01/2022 07:00","Italy (IT)","33841.00","33705.00"
"13/01/2022 07:00 - 13/01/2022 08:00","Italy (IT)","40413.00","40352.00"
"13/01/2022 08:00 - 13/01/2022 09:00","Italy (IT)","44828.00","44930.00"
"13/01/2022 09:00 - 13/01/2022 10:00","Italy (IT)","46395.00","46655.00"
"13/01/2022 10:00 - 13/01/2022 11:00","Italy (IT)","45976.00","46575.00"
"13/01/2022 11:00 - 13/01/2022 12:00","Italy (IT)","45073.00","45868.00"
"13/01/2022 12:00 - 13/01/2022 13:00","Italy (IT)","42386.00","43716.00"
"13/01/2022 13:00 - 13/01/2022 14:00","Italy (IT)","41601.00","42729.00"
"13/01/2022 14:00 - 13/01/2022 15:00","Italy (IT)","42687.00","43431.00"
"13/01/2022 15:00 - 13/01/2022 16:00","Italy (IT)","43169.00","43713.00"
"13/01/2022 16:00 - 13/01/2022 17:00","Italy (IT)","44030.00","44405.00"
"13/01/2022 17:00 - 13/01/2022 18:00","Italy (IT)","45944.00","46358.00"
"13/01/2022 18:00 - 13/01/2022 19:00","Italy (IT)","45913.00","45919.00"
"13/01/2022 19:00 - 13/01/2022 20:00","Italy (IT)","45130.00","45014.00"
"13/01/2022 20:00 - 13/01/2022 21:00","Italy (IT)","42536.00","42166.00"
"13/01/2022 21:00 - 13/01/2022 22:00","Italy (IT)","39188.00","39007.00"
"13/01/2022 22:00 - 13/01/2022 23:00","Italy (IT)","35136.00","34998.00"
"13/01/2022 23:00 - 14/01/2022 00:00","Italy (IT)","31729.00","31604.00"
"14/01/2022 00:00 - 14/01/2022 01:00","Italy (IT)","29019.00","28932.00"
"14/01/2022 01:00 - 14/01/2022 02:00","Italy (IT)","27210.00","27145.00"
"14/01/2022 02:00 - 14/01/2022 03:00","Italy (IT)","26351.00","26127.00"
