"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"07/01/2017 17:00 - 07/01/2017 18:00","Italy (IT)","36138.00","35898.00"
"07/01/2017 18:00 - 07/01/2017 19:00","Italy (IT)","37700.00","39020.00"
"07/01/2017 19:00 - 07/01/2017 20:00","Italy (IT)","37800.00","39252.00"
"07/01/2017 20:00 - 07/01/2017 21:00","Italy (IT)","35669.00","37315.00"
"07/01/2017 21:00 - 07/01/2017 22:00","Italy (IT)","32941.00","34592.00"
"07/01/2017 22:00 - 07/01/2017 23:00","Italy (IT)","30130.00","31773.00"
"07/01/2017 23:00 - 08/01/2017 00:00","Italy (IT)","27291.00","29047.00"
"08/01/2017 00:00 - 08/01/2017 01:00","Italy (IT)","24499.00","25099.00"
"08/01/2017 01:00 - 08/01/2017 02:00","Italy (IT)","22495.00","22986.00"
"08/01/2017 02:00 - 08/01/2017 03:00","Italy (IT)","21316.00","21832.00"
"08/01/2017 03:00 - 08/01/2017 04:00","Italy (IT)","20773.00","21176.00"
"08/01/2017 04:00 - 08/01/2017 05:00","Italy (IT)","20618.00","21109.00"
"08/01/2017 05:00 - 08/01/2017 06:00","Italy (IT)","21108.00","21546.00"
"08/01/2017 06:00 - 08/01/2017 07:00","Italy (IT)","22405.00","22735.00"
"08/01/2017 07:00 - 08/01/2017 08:00","Italy (IT)","23784.00","24329.00"
"08/01/2017 08:00 - 08/01/2017 09:00","Italy (IT)","25455.00","26315.00"
"08/01/2017 09:00 - 08/01/2017 10:00","Italy (IT)","28430.00","28765.00"
"08/01/2017 10:00 - 08/01/2017 11:00","Italy (IT)","30289.00","31245.00"
"08/01/2017 11:00 - 08/01/2017 12:00","Italy (IT)","30554.00","32162.00"
"08/01/2017 12:00 - 08/01/2017 13:00","Italy (IT)","30258.00","32518.00"
"08/01/2017 13:00 - 08/01/2017 14:00","Italy (IT)","29212.00","30144.00"
"08/01/2017 14:00 - 08/01/2017 15:00","Italy (IT)","28601.00","29266.00"
"08/01/2017 15:00 - 08/01/2017 16:00","Italy (IT)","28473.00","29376.00"
"08/01/2017 16:00 - 08/01/2017 17:00","Italy (IT)","29469.00","29762.00"
"08/01/2017 17:00 - 08/01/2017 18:00","Italy (IT)","33612.00","33088.00"
"08/01/2017 18:00 - 08/01/2017 19:00","Italy (IT)","35094.00","35649.00"
"08/01/2017 19:00 - 08/01/2017 20:00","Italy (IT)","35823.00","36399.00"
"08/01/2017 20:00 - 08/01/2017 21:00","Italy (IT)","34637.00","35627.00"
"08/01/2017 21:00 - 08/01/2017 22:00","Italy (IT)","32842.00","33884.00"
"08/01/2017 22:00 - 08/01/2017 23:00","Italy (IT)","29843.00","30996.00"
"08/01/2017 23:00 - 09/01/2017 00:00","Italy (IT)","26474.00","27651.00"
"09/01/2017 00:00 - 09/01/2017 01:00","Italy (IT)","23901.00","24983.00"
"09/01/2017 01:00 - 09/01/2017 02:00","Italy (IT)","22220.00","23080.00"
"09/01/2017 02:00 - 09/01/2017 03:00","Italy (IT)","21490.00","21933.00"
"09/01/2017 03:00 - 09/01/2017 04:00","Italy (IT)","21385.00","21552.00"
"09/01/2017 04:00 - 09/01/2017 05:00","Italy (IT)","21963.00","21843.00"
"09/01/2017 05:00 - 09/01/2017 06:00","Italy (IT)","24252.00","23602.00"
"09/01/2017 06:00 - 09/01/2017 07:00","Italy (IT)","30324.00","30069.00"
"09/01/2017 07:00 - 09/01/2017 08:00","Italy (IT)","37587.00","38268.00"
"09/01/2017 08:00 - 09/01/2017 09:00","Italy (IT)","43015.00","43263.00"
"09/01/2017 09:00 - 09/01/2017 10:00","Italy (IT)","45776.00","45825.00"
"09/01/2017 10:00 - 09/01/2017 11:00","Italy (IT)","46265.00","46325.00"
"09/01/2017 11:00 - 09/01/2017 12:00","Italy (IT)","45613.00","45729.00"
"09/01/2017 12:00 - 09/01/2017 13:00","Italy (IT)","42861.00","43192.00"
"09/01/2017 13:00 - 09/01/2017 14:00","Italy (IT)","42680.00","42311.00"
"09/01/2017 14:00 - 09/01/2017 15:00","Italy (IT)","43702.00","43390.00"
"09/01/2017 15:00 - 09/01/2017 16:00","Italy (IT)","44288.00","44630.00"
"09/01/2017 16:00 - 09/01/2017 17:00","Italy (IT)","45722.00","45785.00"
"09/01/2017 17:00 - 09/01/2017 18:00","Italy (IT)","48419.00","48169.00"
"09/01/2017 18:00 - 09/01/2017 19:00","Italy (IT)","47962.00","48153.00"
"09/01/2017 19:00 - 09/01/2017 20:00","Italy (IT)","46453.00","46919.00"
"09/01/2017 20:00 - 09/01/2017 21:00","Italy (IT)","43659.00","44403.00"
"09/01/2017 21:00 - 09/01/2017 22:00","Italy (IT)","40383.00","41257.00"
"09/01/2017 22:00 - 09/01/2017 23:00","Italy (IT)","35871.00","36815.00"
"09/01/2017 23:00 - 10/01/2017 00:00","Italy (IT)","31989.00","32708.00"
"10/01/2017 00:00 - 10/01/2017 01:00","Italy (IT)","28900.00","29803.00"
"10/01/2017 01:00 - 10/01/2017 02:00","Italy (IT)","26930.00","27685.00"
"10/01/2017 02:00 - 10/01/2017 03:00","Italy (IT)","25845.00","26437.00"
"10/01/2017 03:00 - 10/01/2017 04:00","Italy (IT)","25622.00","25869.00"
"10/01/2017 04:00 - 10/01/2017 05:00","Italy (IT)","25823.00","26001.00"
"10/01/2017 05:00 - 10/01/2017 06:00","Italy (IT)","27671.00","27425.00"
"10/01/2017 06:00 - 10/01/2017 07:00","Italy (IT)","33548.00","32002.00"
"10/01/2017 07:00 - 10/01/2017 08:00","Italy (IT)","40711.00","38898.00"
"10/01/2017 08:00 - 10/01/2017 09:00","Italy (IT)","46177.00","44444.00"
"10/01/2017 09:00 - 10/01/2017 10:00","Italy (IT)","48433.00","47560.00"
"10/01/2017 10:00 - 10/01/2017 11:00","Italy (IT)","48631.00","48352.00"
"10/01/2017 11:00 - 10/01/2017 12:00","Italy (IT)","48323.00","47974.00"
"10/01/2017 12:00 - 10/01/2017 13:00","Italy (IT)","46029.00","45862.00"
"10/01/2017 13:00 - 10/01/2017 14:00","Italy (IT)","45499.00","44983.00"
"10/01/2017 14:00 - 10/01/2017 15:00","Italy (IT)","46964.00","45767.00"
"10/01/2017 15:00 - 10/01/2017 16:00","Italy (IT)","47404.00","46754.00"
"10/01/2017 16:00 - 10/01/2017 17:00","Italy (IT)","48608.00","46934.00"
"10/01/2017 17:00 - 10/01/2017 18:00","Italy (IT)","50333.00","48597.00"
"10/01/2017 18:00 - 10/01/2017 19:00","Italy (IT)","49263.00","49000.00"
"10/01/2017 19:00 - 10/01/2017 20:00","Italy (IT)","47648.00","47757.00"
"10/01/2017 20:00 - 10/01/2017 21:00","Italy (IT)","44555.00","45150.00"
"10/01/2017 21:00 - 10/01/2017 22:00","Italy (IT)","41283.00","42014.00"
"10/01/2017 22:00 - 10/01/2017 23:00","Italy (IT)","36687.00","37722.00"
"10/01/2017 23:00 - 11/01/2017 00:00","Italy (IT)","32778.00","33404.00"
"11/01/2017 00:00 - 11/01/2017 01:00","Italy (IT)","29650.00","29915.00"
"11/01/2017 01:00 - 11/01/2017 02:00","Italy (IT)","27685.00","27801.00"
"11/01/2017 02:00 - 11/01/2017 03:00","Italy (IT)","26620.00","26520.00"
"11/01/2017 03:00 - 11/01/2017 04:00","Italy (IT)","26276.00","26049.00"
"11/01/2017 04:00 - 11/01/2017 05:00","Italy (IT)","26756.00","26283.00"
"11/01/2017 05:00 - 11/01/2017 06:00","Italy (IT)","28667.00","27975.00"
"11/01/2017 06:00 - 11/01/2017 07:00","Italy (IT)","34251.00","33335.00"
"11/01/2017 07:00 - 11/01/2017 08:00","Italy (IT)","41484.00","40660.00"
"11/01/2017 08:00 - 11/01/2017 09:00","Italy (IT)","46979.00","46361.00"
"11/01/2017 09:00 - 11/01/2017 10:00","Italy (IT)","50048.00","49063.00"
"11/01/2017 10:00 - 11/01/2017 11:00","Italy (IT)","50248.00","49220.00"
"11/01/2017 11:00 - 11/01/2017 12:00","Italy (IT)","49817.00","48700.00"
"11/01/2017 12:00 - 11/01/2017 13:00","Italy (IT)","46902.00","46579.00"
"11/01/2017 13:00 - 11/01/2017 14:00","Italy (IT)","45848.00","45453.00"
"11/01/2017 14:00 - 11/01/2017 15:00","Italy (IT)","46594.00","46158.00"
"11/01/2017 15:00 - 11/01/2017 16:00","Italy (IT)","46951.00","46554.00"
"11/01/2017 16:00 - 11/01/2017 17:00","Italy (IT)","47677.00","47073.00"
"11/01/2017 17:00 - 11/01/2017 18:00","Italy (IT)","50029.00","49652.00"
"11/01/2017 18:00 - 11/01/2017 19:00","Italy (IT)","49415.00","50189.00"
"11/01/2017 19:00 - 11/01/2017 20:00","Italy (IT)","48079.00","48931.00"
"11/01/2017 20:00 - 11/01/2017 21:00","Italy (IT)","44958.00","45954.00"
"11/01/2017 21:00 - 11/01/2017 22:00","Italy (IT)","41651.00","42655.00"
"11/01/2017 22:00 - 11/01/2017 23:00","Italy (IT)","37165.00","38252.00"
"11/01/2017 23:00 - 12/01/2017 00:00","Italy (IT)","33116.00","33985.00"
"12/01/2017 00:00 - 12/01/2017 01:00","Italy (IT)","29898.00","30564.00"
"12/01/2017 01:00 - 12/01/2017 02:00","Italy (IT)","27839.00","28519.00"
"12/01/2017 02:00 - 12/01/2017 03:00","Italy (IT)","26798.00","27251.00"
"12/01/2017 03:00 - 12/01/2017 04:00","Italy (IT)","26623.00","26933.00"
"12/01/2017 04:00 - 12/01/2017 05:00","Italy (IT)","26810.00","27181.00"
"12/01/2017 05:00 - 12/01/2017 06:00","Italy (IT)","28580.00","28728.00"
"12/01/2017 06:00 - 12/01/2017 07:00","Italy (IT)","34474.00","33683.00"
"12/01/2017 07:00 - 12/01/2017 08:00","Italy (IT)","41822.00","40662.00"
"12/01/2017 08:00 - 12/01/2017 09:00","Italy (IT)","46758.00","46333.00"
"12/01/2017 09:00 - 12/01/2017 10:00","Italy (IT)","48761.00","49240.00"
"12/01/2017 10:00 - 12/01/2017 11:00","Italy (IT)","48572.00","49535.00"
"12/01/2017 11:00 - 12/01/2017 12:00","Italy (IT)","48061.00","48772.00"
"12/01/2017 12:00 - 12/01/2017 13:00","Italy (IT)","45184.00","47340.00"
"12/01/2017 13:00 - 12/01/2017 14:00","Italy (IT)","44745.00","46346.00"
"12/01/2017 14:00 - 12/01/2017 15:00","Italy (IT)","46251.00","47159.00"
"12/01/2017 15:00 - 12/01/2017 16:00","Italy (IT)","47023.00","47662.00"
"12/01/2017 16:00 - 12/01/2017 17:00","Italy (IT)","48255.00","48516.00"
"12/01/2017 17:00 - 12/01/2017 18:00","Italy (IT)","49974.00","49957.00"
"12/01/2017 18:00 - 12/01/2017 19:00","Italy (IT)","49002.00","49803.00"
"12/01/2017 19:00 - 12/01/2017 20:00","Italy (IT)","47459.00","48375.00"
"12/01/2017 20:00 - 12/01/2017 21:00","Italy (IT)","44609.00","45670.00"
"12/01/2017 21:00 - 12/01/2017 22:00","Italy (IT)","41183.00","42552.00"
"12/01/2017 22:00 - 12/01/2017 23:00","Italy (IT)","36711.00","38185.00"
"12/01/2017 23:00 - 13/01/2017 00:00","Italy (IT)","32821.00","33854.00"
"13/01/2017 00:00 - 13/01/2017 01:00","Italy (IT)","29351.00","30874.00"
"13/01/2017 01:00 - 13/01/2017 02:00","Italy (IT)","27319.00","28531.00"
"13/01/2017 02:00 - 13/01/2017 03:00","Italy (IT)","26398.00","27236.00"
"13/01/2017 03:00 - 13/01/2017 04:00","Italy (IT)","26207.00","26780.00"
"13/01/2017 04:00 - 13/01/2017 05:00","Italy (IT)","26634.00","26700.00"
"13/01/2017 05:00 - 13/01/2017 06:00","Italy (IT)","28372.00","28265.00"
"13/01/2017 06:00 - 13/01/2017 07:00","Italy (IT)","33872.00","33403.00"
"13/01/2017 07:00 - 13/01/2017 08:00","Italy (IT)","40969.00","40852.00"
"13/01/2017 08:00 - 13/01/2017 09:00","Italy (IT)","45918.00","45877.00"
"13/01/2017 09:00 - 13/01/2017 10:00","Italy (IT)","48186.00","48186.00"
"13/01/2017 10:00 - 13/01/2017 11:00","Italy (IT)","48493.00","48072.00"
"13/01/2017 11:00 - 13/01/2017 12:00","Italy (IT)","48559.00","47557.00"
"13/01/2017 12:00 - 13/01/2017 13:00","Italy (IT)","45828.00","44417.00"
"13/01/2017 13:00 - 13/01/2017 14:00","Italy (IT)","44684.00","43361.00"
"13/01/2017 14:00 - 13/01/2017 15:00","Italy (IT)","46083.00","45074.00"
"13/01/2017 15:00 - 13/01/2017 16:00","Italy (IT)","46438.00","45536.00"
"13/01/2017 16:00 - 13/01/2017 17:00","Italy (IT)","46852.00","46003.00"
"13/01/2017 17:00 - 13/01/2017 18:00","Italy (IT)","48595.00","48184.00"
"13/01/2017 18:00 - 13/01/2017 19:00","Italy (IT)","48042.00","48660.00"
"13/01/2017 19:00 - 13/01/2017 20:00","Italy (IT)","46596.00","47488.00"
"13/01/2017 20:00 - 13/01/2017 21:00","Italy (IT)","43358.00","44830.00"
"13/01/2017 21:00 - 13/01/2017 22:00","Italy (IT)","39652.00","41600.00"
"13/01/2017 22:00 - 13/01/2017 23:00","Italy (IT)","35601.00","37739.00"
"13/01/2017 23:00 - 14/01/2017 00:00","Italy (IT)","32015.00","33516.00"
"14/01/2017 00:00 - 14/01/2017 01:00","Italy (IT)","28804.00","29780.00"
"14/01/2017 01:00 - 14/01/2017 02:00","Italy (IT)","26734.00","27391.00"
"14/01/2017 02:00 - 14/01/2017 03:00","Italy (IT)","25588.00","26116.00"
