"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"06/01/2021 15:00 - 06/01/2021 16:00","Italy (IT)","27969.00","27839.00"
"06/01/2021 16:00 - 06/01/2021 17:00","Italy (IT)","28937.00","27742.00"
"06/01/2021 17:00 - 06/01/2021 18:00","Italy (IT)","31926.00","30600.00"
"06/01/2021 18:00 - 06/01/2021 19:00","Italy (IT)","32918.00","32282.00"
"06/01/2021 19:00 - 06/01/2021 20:00","Italy (IT)","33352.00","32819.00"
"06/01/2021 20:00 - 06/01/2021 21:00","Italy (IT)","32242.00","32628.00"
"06/01/2021 21:00 - 06/01/2021 22:00","Italy (IT)","30407.00","31205.00"
"06/01/2021 22:00 - 06/01/2021 23:00","Italy (IT)","28010.00","29013.00"
"06/01/2021 23:00 - 07/01/2021 00:00","Italy (IT)","25050.00","26014.00"
"07/01/2021 00:00 - 07/01/2021 01:00","Italy (IT)","22913.00","22838.00"
"07/01/2021 01:00 - 07/01/2021 02:00","Italy (IT)","21229.00","20895.00"
"07/01/2021 02:00 - 07/01/2021 03:00","Italy (IT)","20611.00","20175.00"
"07/01/2021 03:00 - 07/01/2021 04:00","Italy (IT)","20463.00","20168.00"
"07/01/2021 04:00 - 07/01/2021 05:00","Italy (IT)","21006.00","20579.00"
"07/01/2021 05:00 - 07/01/2021 06:00","Italy (IT)","23092.00","22234.00"
"07/01/2021 06:00 - 07/01/2021 07:00","Italy (IT)","28520.00","26973.00"
"07/01/2021 07:00 - 07/01/2021 08:00","Italy (IT)","35317.00","33406.00"
"07/01/2021 08:00 - 07/01/2021 09:00","Italy (IT)","40451.00","38102.00"
"07/01/2021 09:00 - 07/01/2021 10:00","Italy (IT)","42846.00","40010.00"
"07/01/2021 10:00 - 07/01/2021 11:00","Italy (IT)","42949.00","40423.00"
"07/01/2021 11:00 - 07/01/2021 12:00","Italy (IT)","42421.00","40524.00"
"07/01/2021 12:00 - 07/01/2021 13:00","Italy (IT)","41085.00","39768.00"
"07/01/2021 13:00 - 07/01/2021 14:00","Italy (IT)","40472.00","39953.00"
"07/01/2021 14:00 - 07/01/2021 15:00","Italy (IT)","41594.00","41624.00"
"07/01/2021 15:00 - 07/01/2021 16:00","Italy (IT)","41926.00","42088.00"
"07/01/2021 16:00 - 07/01/2021 17:00","Italy (IT)","42711.00","41887.00"
"07/01/2021 17:00 - 07/01/2021 18:00","Italy (IT)","43869.00","41860.00"
"07/01/2021 18:00 - 07/01/2021 19:00","Italy (IT)","42880.00","41275.00"
"07/01/2021 19:00 - 07/01/2021 20:00","Italy (IT)","42091.00","40631.00"
"07/01/2021 20:00 - 07/01/2021 21:00","Italy (IT)","39484.00","38788.00"
"07/01/2021 21:00 - 07/01/2021 22:00","Italy (IT)","36430.00","36084.00"
"07/01/2021 22:00 - 07/01/2021 23:00","Italy (IT)","32636.00","32372.00"
"07/01/2021 23:00 - 08/01/2021 00:00","Italy (IT)","29311.00","28791.00"
"08/01/2021 00:00 - 08/01/2021 01:00","Italy (IT)","26520.00","24690.00"
"08/01/2021 01:00 - 08/01/2021 02:00","Italy (IT)","24946.00","22814.00"
"08/01/2021 02:00 - 08/01/2021 03:00","Italy (IT)","24169.00","22034.00"
"08/01/2021 03:00 - 08/01/2021 04:00","Italy (IT)","23882.00","21616.00"
"08/01/2021 04:00 - 08/01/2021 05:00","Italy (IT)","24169.00","21978.00"
"08/01/2021 05:00 - 08/01/2021 06:00","Italy (IT)","25952.00","23831.00"
"08/01/2021 06:00 - 08/01/2021 07:00","Italy (IT)","30914.00","28608.00"
"08/01/2021 07:00 - 08/01/2021 08:00","Italy (IT)","37261.00","35470.00"
"08/01/2021 08:00 - 08/01/2021 09:00","Italy (IT)","41617.00","41003.00"
"08/01/2021 09:00 - 08/01/2021 10:00","Italy (IT)","43159.00","44093.00"
"08/01/2021 10:00 - 08/01/2021 11:00","Italy (IT)","42765.00","44044.00"
"08/01/2021 11:00 - 08/01/2021 12:00","Italy (IT)","42189.00","44191.00"
"08/01/2021 12:00 - 08/01/2021 13:00","Italy (IT)","40861.00","43564.00"
"08/01/2021 13:00 - 08/01/2021 14:00","Italy (IT)","40770.00","42343.00"
"08/01/2021 14:00 - 08/01/2021 15:00","Italy (IT)","40849.00","43627.00"
"08/01/2021 15:00 - 08/01/2021 16:00","Italy (IT)","40967.00","44651.00"
"08/01/2021 16:00 - 08/01/2021 17:00","Italy (IT)","41428.00","44991.00"
"08/01/2021 17:00 - 08/01/2021 18:00","Italy (IT)","43067.00","44996.00"
"08/01/2021 18:00 - 08/01/2021 19:00","Italy (IT)","42532.00","43867.00"
"08/01/2021 19:00 - 08/01/2021 20:00","Italy (IT)","41686.00","42924.00"
"08/01/2021 20:00 - 08/01/2021 21:00","Italy (IT)","38985.00","40175.00"
"08/01/2021 21:00 - 08/01/2021 22:00","Italy (IT)","35856.00","36768.00"
"08/01/2021 22:00 - 08/01/2021 23:00","Italy (IT)","32263.00","33319.00"
"08/01/2021 23:00 - 09/01/2021 00:00","Italy (IT)","29218.00","29425.00"
"09/01/2021 00:00 - 09/01/2021 01:00","Italy (IT)","26461.00","26694.00"
"09/01/2021 01:00 - 09/01/2021 02:00","Italy (IT)","24720.00","24945.00"
"09/01/2021 02:00 - 09/01/2021 03:00","Italy (IT)","23940.00","23930.00"
"09/01/2021 03:00 - 09/01/2021 04:00","Italy (IT)","23532.00","23386.00"
"09/01/2021 04:00 - 09/01/2021 05:00","Italy (IT)","23553.00","23344.00"
"09/01/2021 05:00 - 09/01/2021 06:00","Italy (IT)","24311.00","24244.00"
"09/01/2021 06:00 - 09/01/2021 07:00","Italy (IT)","26587.00","26477.00"
"09/01/2021 07:00 - 09/01/2021 08:00","Italy (IT)","29639.00","29813.00"
"09/01/2021 08:00 - 09/01/2021 09:00","Italy (IT)","32340.00","32608.00"
"09/01/2021 09:00 - 09/01/2021 10:00","Italy (IT)","34634.00","34623.00"
"09/01/2021 10:00 - 09/01/2021 11:00","Italy (IT)","35069.00","34799.00"
"09/01/2021 11:00 - 09/01/2021 12:00","Italy (IT)","34744.00","34131.00"
"09/01/2021 12:00 - 09/01/2021 13:00","Italy (IT)","34006.00","32977.00"
"09/01/2021 13:00 - 09/01/2021 14:00","Italy (IT)","32703.00","31639.00"
"09/01/2021 14:00 - 09/01/2021 15:00","Italy (IT)","32145.00","30733.00"
"09/01/2021 15:00 - 09/01/2021 16:00","Italy (IT)","32052.00","30828.00"
"09/01/2021 16:00 - 09/01/2021 17:00","Italy (IT)","33086.00","31443.00"
"09/01/2021 17:00 - 09/01/2021 18:00","Italy (IT)","35637.00","34516.00"
"09/01/2021 18:00 - 09/01/2021 19:00","Italy (IT)","36500.00","35517.00"
"09/01/2021 19:00 - 09/01/2021 20:00","Italy (IT)","36894.00","35621.00"
"09/01/2021 20:00 - 09/01/2021 21:00","Italy (IT)","34620.00","33804.00"
"09/01/2021 21:00 - 09/01/2021 22:00","Italy (IT)","31961.00","31228.00"
"09/01/2021 22:00 - 09/01/2021 23:00","Italy (IT)","29305.00","28950.00"
"09/01/2021 23:00 - 10/01/2021 00:00","Italy (IT)","26807.00","26537.00"
"10/01/2021 00:00 - 10/01/2021 01:00","Italy (IT)","24333.00","24611.00"
"10/01/2021 01:00 - 10/01/2021 02:00","Italy (IT)","22452.00","22862.00"
"10/01/2021 02:00 - 10/01/2021 03:00","Italy (IT)","21340.00","21678.00"
"10/01/2021 03:00 - 10/01/2021 04:00","Italy (IT)","20738.00","21074.00"
"10/01/2021 04:00 - 10/01/2021 05:00","Italy (IT)","20812.00","20888.00"
"10/01/2021 05:00 - 10/01/2021 06:00","Italy (IT)","21281.00","21544.00"
"10/01/2021 06:00 - 10/01/2021 07:00","Italy (IT)","22770.00","22626.00"
"10/01/2021 07:00 - 10/01/2021 08:00","Italy (IT)","24189.00","23759.00"
"10/01/2021 08:00 - 10/01/2021 09:00","Italy (IT)","25624.00","25220.00"
"10/01/2021 09:00 - 10/01/2021 10:00","Italy (IT)","27987.00","27517.00"
"10/01/2021 10:00 - 10/01/2021 11:00","Italy (IT)","29643.00","29220.00"
"10/01/2021 11:00 - 10/01/2021 12:00","Italy (IT)","30656.00","29907.00"
"10/01/2021 12:00 - 10/01/2021 13:00","Italy (IT)","31047.00","30407.00"
"10/01/2021 13:00 - 10/01/2021 14:00","Italy (IT)","29482.00","29568.00"
"10/01/2021 14:00 - 10/01/2021 15:00","Italy (IT)","28423.00","28383.00"
"10/01/2021 15:00 - 10/01/2021 16:00","Italy (IT)","28519.00","28559.00"
"10/01/2021 16:00 - 10/01/2021 17:00","Italy (IT)","29594.00","28828.00"
"10/01/2021 17:00 - 10/01/2021 18:00","Italy (IT)","32493.00","31232.00"
"10/01/2021 18:00 - 10/01/2021 19:00","Italy (IT)","33738.00","33026.00"
"10/01/2021 19:00 - 10/01/2021 20:00","Italy (IT)","34255.00","33971.00"
"10/01/2021 20:00 - 10/01/2021 21:00","Italy (IT)","32970.00","33156.00"
"10/01/2021 21:00 - 10/01/2021 22:00","Italy (IT)","30830.00","31261.00"
"10/01/2021 22:00 - 10/01/2021 23:00","Italy (IT)","28349.00","28856.00"
"10/01/2021 23:00 - 11/01/2021 00:00","Italy (IT)","25623.00","25927.00"
"11/01/2021 00:00 - 11/01/2021 01:00","Italy (IT)","23150.00","22988.00"
"11/01/2021 01:00 - 11/01/2021 02:00","Italy (IT)","21683.00","21482.00"
"11/01/2021 02:00 - 11/01/2021 03:00","Italy (IT)","21233.00","20841.00"
"11/01/2021 03:00 - 11/01/2021 04:00","Italy (IT)","21076.00","20748.00"
"11/01/2021 04:00 - 11/01/2021 05:00","Italy (IT)","21728.00","21040.00"
"11/01/2021 05:00 - 11/01/2021 06:00","Italy (IT)","24062.00","23199.00"
"11/01/2021 06:00 - 11/01/2021 07:00","Italy (IT)","30152.00","28733.00"
"11/01/2021 07:00 - 11/01/2021 08:00","Italy (IT)","37375.00","35752.00"
"11/01/2021 08:00 - 11/01/2021 09:00","Italy (IT)","42710.00","41080.00"
"11/01/2021 09:00 - 11/01/2021 10:00","Italy (IT)","44908.00","42963.00"
"11/01/2021 10:00 - 11/01/2021 11:00","Italy (IT)","45154.00","42683.00"
"11/01/2021 11:00 - 11/01/2021 12:00","Italy (IT)","44521.00","42456.00"
"11/01/2021 12:00 - 11/01/2021 13:00","Italy (IT)","42522.00","41239.00"
"11/01/2021 13:00 - 11/01/2021 14:00","Italy (IT)","41935.00","41212.00"
"11/01/2021 14:00 - 11/01/2021 15:00","Italy (IT)","42928.00","41588.00"
"11/01/2021 15:00 - 11/01/2021 16:00","Italy (IT)","43317.00","41852.00"
"11/01/2021 16:00 - 11/01/2021 17:00","Italy (IT)","43968.00","42620.00"
"11/01/2021 17:00 - 11/01/2021 18:00","Italy (IT)","45359.00","44113.00"
"11/01/2021 18:00 - 11/01/2021 19:00","Italy (IT)","44477.00","43678.00"
"11/01/2021 19:00 - 11/01/2021 20:00","Italy (IT)","43494.00","42473.00"
"11/01/2021 20:00 - 11/01/2021 21:00","Italy (IT)","41029.00","39896.00"
"11/01/2021 21:00 - 11/01/2021 22:00","Italy (IT)","37918.00","36828.00"
"11/01/2021 22:00 - 11/01/2021 23:00","Italy (IT)","33809.00","32883.00"
"11/01/2021 23:00 - 12/01/2021 00:00","Italy (IT)","30697.00","29636.00"
"12/01/2021 00:00 - 12/01/2021 01:00","Italy (IT)","28017.00","28626.00"
"12/01/2021 01:00 - 12/01/2021 02:00","Italy (IT)","26128.00","27003.00"
"12/01/2021 02:00 - 12/01/2021 03:00","Italy (IT)","25275.00","26225.00"
"12/01/2021 03:00 - 12/01/2021 04:00","Italy (IT)","25248.00","25741.00"
"12/01/2021 04:00 - 12/01/2021 05:00","Italy (IT)","25566.00","25779.00"
"12/01/2021 05:00 - 12/01/2021 06:00","Italy (IT)","27634.00","27242.00"
"12/01/2021 06:00 - 12/01/2021 07:00","Italy (IT)","33042.00","31923.00"
"12/01/2021 07:00 - 12/01/2021 08:00","Italy (IT)","39761.00","38597.00"
"12/01/2021 08:00 - 12/01/2021 09:00","Italy (IT)","44672.00","44032.00"
"12/01/2021 09:00 - 12/01/2021 10:00","Italy (IT)","46505.00","46416.00"
"12/01/2021 10:00 - 12/01/2021 11:00","Italy (IT)","46596.00","46582.00"
"12/01/2021 11:00 - 12/01/2021 12:00","Italy (IT)","46067.00","45996.00"
"12/01/2021 12:00 - 12/01/2021 13:00","Italy (IT)","43635.00","44136.00"
"12/01/2021 13:00 - 12/01/2021 14:00","Italy (IT)","43135.00","43141.00"
"12/01/2021 14:00 - 12/01/2021 15:00","Italy (IT)","43681.00","44236.00"
"12/01/2021 15:00 - 12/01/2021 16:00","Italy (IT)","44089.00","45181.00"
"12/01/2021 16:00 - 12/01/2021 17:00","Italy (IT)","44675.00","46390.00"
"12/01/2021 17:00 - 12/01/2021 18:00","Italy (IT)","46314.00","47687.00"
"12/01/2021 18:00 - 12/01/2021 19:00","Italy (IT)","45684.00","47266.00"
"12/01/2021 19:00 - 12/01/2021 20:00","Italy (IT)","44781.00","46133.00"
"12/01/2021 20:00 - 12/01/2021 21:00","Italy (IT)","42028.00","43604.00"
"12/01/2021 21:00 - 12/01/2021 22:00","Italy (IT)","38807.00","40117.00"
"12/01/2021 22:00 - 12/01/2021 23:00","Italy (IT)","34869.00","36270.00"
"12/01/2021 23:00 - 13/01/2021 00:00","Italy (IT)","31495.00","32657.00"
"13/01/2021 00:00 - 13/01/2021 01:00","Italy (IT)","28799.00","29195.00"
"13/01/2021 01:00 - 13/01/2021 02:00","Italy (IT)","26919.00","27232.00"
"13/01/2021 02:00 - 13/01/2021 03:00","Italy (IT)","26142.00","26065.00"
"13/01/2021 03:00 - 13/01/2021 04:00","Italy (IT)","26060.00","25784.00"
"13/01/2021 04:00 - 13/01/2021 05:00","Italy (IT)","26406.00","26073.00"
"13/01/2021 05:00 - 13/01/2021 06:00","Italy (IT)","28255.00","27930.00"
"13/01/2021 06:00 - 13/01/2021 07:00","Italy (IT)","33802.00","32814.00"
"13/01/2021 07:00 - 13/01/2021 08:00","Italy (IT)","40429.00","39688.00"
"13/01/2021 08:00 - 13/01/2021 09:00","Italy (IT)","45054.00","44798.00"
"13/01/2021 09:00 - 13/01/2021 10:00","Italy (IT)","46448.00","46805.00"
"13/01/2021 10:00 - 13/01/2021 11:00","Italy (IT)","46165.00","47020.00"
"13/01/2021 11:00 - 13/01/2021 12:00","Italy (IT)","45038.00","46373.00"
"13/01/2021 12:00 - 13/01/2021 13:00","Italy (IT)","42700.00","43914.00"
"13/01/2021 13:00 - 13/01/2021 14:00","Italy (IT)","41972.00","42736.00"
"13/01/2021 14:00 - 13/01/2021 15:00","Italy (IT)","43041.00","43410.00"
"13/01/2021 15:00 - 13/01/2021 16:00","Italy (IT)","43363.00","43781.00"
"13/01/2021 16:00 - 13/01/2021 17:00","Italy (IT)","44174.00","44333.00"
"13/01/2021 17:00 - 13/01/2021 18:00","Italy (IT)","46248.00","45910.00"
"13/01/2021 18:00 - 13/01/2021 19:00","Italy (IT)","45816.00","45920.00"
"13/01/2021 19:00 - 13/01/2021 20:00","Italy (IT)","44876.00","44960.00"
"13/01/2021 20:00 - 13/01/2021 21:00","Italy (IT)","42020.00","42935.00"
"13/01/2021 21:00 - 13/01/2021 22:00","Italy (IT)","38660.00","39946.00"
"13/01/2021 22:00 - 13/01/2021 23:00","Italy (IT)","34769.00","35918.00"
"13/01/2021 23:00 - 14/01/2021 00:00","Italy (IT)","31322.00","32375.00"
"14/01/2021 00:00 - 14/01/2021 01:00","Italy (IT)","28541.00","29402.00"
"14/01/2021 01:00 - 14/01/2021 02:00","Italy (IT)","26833.00","27463.00"
"14/01/2021 02:00 - 14/01/2021 03:00","Italy (IT)","26027.00","26434.00"
